student_skill_id,student_id,skill_id,initial_assessment_date,initial_proficiency_level,current_proficiency_level,target_proficiency_level,last_assessment_date,assessment_score,hours_practiced,projects_completed,assessed_by_staff_id,learning_style,strengths,areas_for_improvement,recommended_next_steps,progress_notes,status,created_at,updated_at
SSK-624334,STU-001212,SKL-009,2025-07-04,1,5,4,2025-07-04,93.00,28,7,STF-0018,Auditory,Team collaboration,Collaboration,Additional practice,Exceeding expectations,In Development,2023-05-03T00:00:00.000Z,2023-06-02T00:00:00.000Z
SSK-624345,STU-000610,SKL-029,2025-07-15,2,1,3,2025-07-15,53.00,39,7,STF-0040,Auditory,Creative vision,Technical skills,Mentorship pairing,On track to meet goals,Proficient,2023-05-14T00:00:00.000Z,2023-06-13T00:00:00.000Z
SSK-624366,STU-000947,SKL-009,2025-08-05,1,2,3,2025-08-05,74.00,60,6,STF-0048,Kinesthetic,Creative vision,Technical skills,Mentorship pairing,Showing steady improvement,Proficient,2023-06-04T00:00:00.000Z,2023-07-04T00:00:00.000Z
SSK-624373,STU-000996,SKL-033,2025-08-12,2,4,4,2025-08-12,81.00,67,2,STF-0008,Kinesthetic,Creative vision,Technical skills,Mentorship pairing,Excellent progress,Advanced,2023-06-11T00:00:00.000Z,2023-07-11T00:00:00.000Z
SSK-624426,STU-001613,SKL-006,2025-10-04,1,2,3,2025-10-04,83.00,120,0,STF-0008,Visual,Problem solving,Communication,Certification prep,Showing steady improvement,In Development,2023-08-03T00:00:00.000Z,2023-09-02T00:00:00.000Z
SSK-624463,STU-001792,SKL-007,2025-11-10,2,4,4,2025-11-10,69.00,157,4,STF-0011,Kinesthetic,Technical aptitude,Time management,Advanced training,Excellent progress,Proficient,2023-09-09T00:00:00.000Z,2023-10-09T00:00:00.000Z
SSK-624527,STU-000896,SKL-015,2025-01-13,2,3,5,2025-01-13,82.00,20,2,STF-0010,Visual,Creative vision,Technical skills,Mentorship pairing,,In Development,2023-11-12T00:00:00.000Z,2023-12-12T00:00:00.000Z
SSK-624532,STU-000502,SKL-018,2025-01-18,1,3,4,2025-01-18,87.00,25,7,STF-0002,Auditory,Communication,Detail orientation,Portfolio development,Exceeding expectations,In Development,2023-11-17T00:00:00.000Z,2023-12-17T00:00:00.000Z
SSK-624549,STU-001352,SKL-027,2025-02-04,2,5,3,2025-02-04,53.00,42,2,STF-0041,Auditory,Attention to detail,Confidence,Project leadership role,On track to meet goals,Proficient,2023-12-04T00:00:00.000Z,2024-01-03T00:00:00.000Z
SSK-624567,STU-001631,SKL-012,2025-02-22,2,3,3,2025-02-22,71.00,60,9,STF-0043,Kinesthetic,Communication,Detail orientation,Portfolio development,On track to meet goals,Proficient,2023-12-22T00:00:00.000Z,2024-01-21T00:00:00.000Z
SSK-624647,STU-000610,SKL-016,2025-05-13,2,3,5,2025-05-13,100.00,140,1,STF-0009,Auditory,Attention to detail,Confidence,Project leadership role,,Proficient,2024-03-11T00:00:00.000Z,2024-04-10T00:00:00.000Z
SSK-624684,STU-000186,SKL-019,2025-06-19,1,5,3,2025-06-19,86.00,177,5,STF-0037,Reading/Writing,Team collaboration,Collaboration,Additional practice,Showing steady improvement,Advanced,2024-04-17T00:00:00.000Z,2024-05-17T00:00:00.000Z
SSK-624699,STU-001851,SKL-022,2025-07-04,2,5,3,2025-07-04,50.00,192,9,STF-0001,Mixed,Problem solving,Communication,Certification prep,On track to meet goals,Not Started,2024-05-02T00:00:00.000Z,2024-06-01T00:00:00.000Z
SSK-624700,STU-000968,SKL-034,2025-07-05,1,1,4,2025-07-05,51.00,193,10,STF-0040,Visual,Communication,Detail orientation,Portfolio development,Exceeding expectations,In Development,2024-05-03T00:00:00.000Z,2024-06-02T00:00:00.000Z
SSK-624716,STU-000661,SKL-019,2025-07-21,1,2,5,2025-07-21,67.00,8,4,STF-0021,Visual,Creative vision,Technical skills,Mentorship pairing,Needs additional support,In Development,2024-05-19T00:00:00.000Z,2024-06-18T00:00:00.000Z
SSK-624731,STU-001619,SKL-026,2025-08-05,2,2,5,2025-08-05,82.00,23,8,STF-0005,Auditory,Attention to detail,Confidence,Project leadership role,,In Development,2024-06-03T00:00:00.000Z,2024-07-03T00:00:00.000Z
SSK-624746,STU-001792,SKL-001,2025-08-20,1,2,5,2025-08-20,97.00,38,1,STF-0004,Auditory,Fast learner,Focus,Peer tutoring,Needs additional support,Proficient,2024-06-18T00:00:00.000Z,2024-07-18T00:00:00.000Z
SSK-624761,STU-001631,SKL-033,2025-09-04,2,2,5,2025-09-04,61.00,53,5,STF-0008,Kinesthetic,Team collaboration,Collaboration,Additional practice,,Proficient,2024-07-03T00:00:00.000Z,2024-08-02T00:00:00.000Z
SSK-624843,STU-001949,SKL-030,2025-11-25,2,4,3,2025-11-25,92.00,135,10,STF-0020,Auditory,Attention to detail,Confidence,Project leadership role,On track to meet goals,Proficient,2024-09-23T00:00:00.000Z,2024-10-23T00:00:00.000Z
SSK-624873,STU-001790,SKL-035,2025-12-25,2,4,3,2025-12-25,71.00,165,7,STF-0031,Kinesthetic,Team collaboration,Collaboration,Additional practice,On track to meet goals,Advanced,2024-10-23T00:00:00.000Z,2024-11-22T00:00:00.000Z
SSK-624894,STU-001619,SKL-010,2025-01-15,1,5,3,2025-01-15,92.00,186,6,STF-0017,Mixed,Team collaboration,Collaboration,Additional practice,Showing steady improvement,Needs Support,2024-11-13T00:00:00.000Z,2024-12-13T00:00:00.000Z
SSK-624957,STU-001100,SKL-004,2025-03-19,2,3,3,2025-03-19,53.00,48,3,STF-0015,Kinesthetic,Team collaboration,Collaboration,Additional practice,On track to meet goals,Proficient,2025-01-15T00:00:00.000Z,2025-02-14T00:00:00.000Z
SSK-624974,STU-000322,SKL-040,2025-04-05,1,5,5,2025-04-05,70.00,65,9,STF-0001,Kinesthetic,Technical aptitude,Time management,Advanced training,Needs additional support,Advanced,2025-02-01T00:00:00.000Z,2025-03-03T00:00:00.000Z
SSK-624980,STU-001619,SKL-007,2025-04-11,1,1,5,2025-04-11,76.00,71,4,STF-0047,Reading/Writing,Communication,Detail orientation,Portfolio development,Needs additional support,Advanced,2025-02-07T00:00:00.000Z,2025-03-09T00:00:00.000Z
SSK-190011,STU-000661,SKL-004,2025-07-31,2,2,3,2025-07-31,86.00,66,8,STF-0045,Visual,Fast learner,Focus,Peer tutoring,On track to meet goals,In Development,2022-03-23T00:00:00.000Z,2022-04-22T00:00:00.000Z
SSK-190105,STU-001619,SKL-008,2025-11-02,2,1,4,2025-11-02,78.00,160,3,STF-0049,Visual,Communication,Detail orientation,Portfolio development,Excellent progress,In Development,2022-06-25T00:00:00.000Z,2022-07-25T00:00:00.000Z
SSK-190132,STU-000011,SKL-007,2025-11-29,1,3,4,2025-11-29,54.00,187,8,STF-0039,Auditory,Problem solving,Communication,Certification prep,Exceeding expectations,In Development,2022-07-22T00:00:00.000Z,2022-08-21T00:00:00.000Z
SSK-190198,STU-000176,SKL-036,2025-02-03,1,4,4,2025-02-03,69.00,52,8,STF-0023,Mixed,Creative vision,Technical skills,Mentorship pairing,Exceeding expectations,Not Started,2022-09-26T00:00:00.000Z,2022-10-26T00:00:00.000Z
SSK-190255,STU-001100,SKL-009,2025-04-01,2,1,4,2025-04-01,75.00,109,10,STF-0004,Kinesthetic,Attention to detail,Confidence,Project leadership role,Excellent progress,Proficient,2022-11-22T00:00:00.000Z,2022-12-22T00:00:00.000Z
SSK-190326,STU-001352,SKL-003,2025-06-11,1,2,3,2025-06-11,95.00,180,4,STF-0023,Visual,Fast learner,Focus,Peer tutoring,Showing steady improvement,In Development,2023-02-01T00:00:00.000Z,2023-03-03T00:00:00.000Z
SSK-190371,STU-001969,SKL-028,2025-07-26,2,2,3,2025-07-26,89.00,24,5,STF-0040,Kinesthetic,Communication,Detail orientation,Portfolio development,On track to meet goals,Advanced,2023-03-18T00:00:00.000Z,2023-04-17T00:00:00.000Z
SSK-190409,STU-000610,SKL-014,2025-09-02,2,5,5,2025-09-02,76.00,62,10,STF-0046,Visual,Attention to detail,Confidence,Project leadership role,,In Development,2023-04-25T00:00:00.000Z,2023-05-25T00:00:00.000Z
SSK-190495,STU-001124,SKL-035,2025-11-27,2,1,4,2025-11-27,60.00,148,8,STF-0048,Mixed,Team collaboration,Collaboration,Additional practice,Excellent progress,Not Started,2023-07-20T00:00:00.000Z,2023-08-19T00:00:00.000Z
SSK-190634,STU-000610,SKL-010,2025-04-15,1,5,5,2025-04-15,97.00,86,4,STF-0032,Auditory,Fast learner,Focus,Peer tutoring,Needs additional support,In Development,2023-12-06T00:00:00.000Z,2024-01-05T00:00:00.000Z
SSK-190740,STU-001212,SKL-038,2025-07-30,1,1,3,2025-07-30,50.00,192,0,STF-0038,Auditory,Team collaboration,Collaboration,Additional practice,Showing steady improvement,Proficient,2024-03-21T00:00:00.000Z,2024-04-20T00:00:00.000Z
SSK-190773,STU-000748,SKL-023,2025-09-01,2,4,3,2025-09-01,83.00,24,0,STF-0034,Kinesthetic,Attention to detail,Confidence,Project leadership role,On track to meet goals,Advanced,2024-04-23T00:00:00.000Z,2024-05-23T00:00:00.000Z
SSK-190774,STU-001631,SKL-001,2025-09-02,1,5,4,2025-09-02,84.00,25,1,STF-0034,Kinesthetic,Fast learner,Focus,Peer tutoring,Exceeding expectations,Advanced,2024-04-24T00:00:00.000Z,2024-05-24T00:00:00.000Z
SSK-190810,STU-001426,SKL-015,2025-10-08,1,1,4,2025-10-08,69.00,61,4,STF-0007,Visual,Team collaboration,Collaboration,Additional practice,Exceeding expectations,In Development,2024-05-30T00:00:00.000Z,2024-06-29T00:00:00.000Z
SSK-190898,STU-001619,SKL-017,2025-01-04,1,4,5,2025-01-04,55.00,149,4,STF-0033,Mixed,Creative vision,Technical skills,Mentorship pairing,Needs additional support,Not Started,2024-08-26T00:00:00.000Z,2024-09-25T00:00:00.000Z
SSK-190905,STU-001936,SKL-011,2025-01-11,2,1,3,2025-01-11,62.00,156,0,STF-0041,Visual,Creative vision,Technical skills,Mentorship pairing,On track to meet goals,In Development,2024-09-02T00:00:00.000Z,2024-10-02T00:00:00.000Z
SSK-190908,STU-000502,SKL-008,2025-01-14,1,4,3,2025-01-14,65.00,159,3,STF-0039,Visual,Team collaboration,Collaboration,Additional practice,Showing steady improvement,In Development,2024-09-05T00:00:00.000Z,2024-10-05T00:00:00.000Z
SSK-190936,STU-000502,SKL-004,2025-02-11,1,2,4,2025-02-11,93.00,187,9,STF-0022,Auditory,Team collaboration,Collaboration,Additional practice,Exceeding expectations,In Development,2024-10-03T00:00:00.000Z,2024-11-02T00:00:00.000Z
SSK-190972,STU-001949,SKL-026,2025-03-19,1,3,4,2025-03-19,78.00,22,1,STF-0005,Kinesthetic,Problem solving,Communication,Certification prep,Exceeding expectations,Advanced,2024-11-08T00:00:00.000Z,2024-12-08T00:00:00.000Z
SSK-190975,STU-000947,SKL-001,2025-03-22,2,1,4,2025-03-22,81.00,25,4,STF-0026,Reading/Writing,Creative vision,Technical skills,Mentorship pairing,Excellent progress,Advanced,2024-11-11T00:00:00.000Z,2024-12-11T00:00:00.000Z
SSK-191003,STU-000252,SKL-028,2025-04-19,2,4,5,2025-04-19,58.00,53,10,STF-0041,Visual,Creative vision,Technical skills,Mentorship pairing,,In Development,2024-12-09T00:00:00.000Z,2025-01-08T00:00:00.000Z
SSK-191066,STU-001124,SKL-020,2025-06-21,1,2,5,2025-06-21,70.00,116,7,STF-0050,Kinesthetic,Creative vision,Technical skills,Mentorship pairing,Needs additional support,Proficient,2025-02-10T00:00:00.000Z,2025-03-12T00:00:00.000Z
SSK-191084,STU-000011,SKL-011,2025-07-09,1,5,5,2025-07-09,88.00,134,3,STF-0036,Reading/Writing,Problem solving,Communication,Certification prep,Needs additional support,Advanced,2025-02-28T00:00:00.000Z,2025-03-30T00:00:00.000Z
SSK-191115,STU-000996,SKL-026,2025-08-09,2,1,3,2025-08-09,68.00,165,1,STF-0025,Visual,Creative vision,Technical skills,Mentorship pairing,On track to meet goals,In Development,2025-03-31T00:00:00.000Z,2025-04-30T00:00:00.000Z
SSK-191127,STU-001869,SKL-014,2025-08-21,2,3,3,2025-08-21,80.00,177,2,STF-0047,Visual,Communication,Detail orientation,Portfolio development,On track to meet goals,In Development,2025-04-12T00:00:00.000Z,2025-05-12T00:00:00.000Z
SSK-191241,STU-000356,SKL-003,2025-12-13,2,2,3,2025-12-13,92.00,90,6,STF-0024,Auditory,Creative vision,Technical skills,Mentorship pairing,On track to meet goals,Proficient,2025-08-04T00:00:00.000Z,2025-09-03T00:00:00.000Z
SSK-191273,STU-001936,SKL-018,2025-01-14,2,4,5,2025-01-14,73.00,122,5,STF-0013,Kinesthetic,Problem solving,Communication,Certification prep,,Advanced,2025-09-05T00:00:00.000Z,2025-10-05T00:00:00.000Z
SSK-191274,STU-000661,SKL-040,2025-01-15,1,5,3,2025-01-15,74.00,123,6,STF-0047,Kinesthetic,Communication,Detail orientation,Portfolio development,Showing steady improvement,Advanced,2025-09-06T00:00:00.000Z,2025-10-06T00:00:00.000Z
SSK-191319,STU-001936,SKL-035,2025-03-01,2,5,3,2025-03-01,68.00,168,7,STF-0033,Visual,Attention to detail,Confidence,Project leadership role,On track to meet goals,In Development,2025-10-21T00:00:00.000Z,2025-11-20T00:00:00.000Z
SSK-191326,STU-001124,SKL-027,2025-03-08,1,2,4,2025-03-08,75.00,175,3,STF-0028,Visual,Attention to detail,Confidence,Project leadership role,Exceeding expectations,In Development,2025-10-28T00:00:00.000Z,2025-11-27T00:00:00.000Z
SSK-191337,STU-001613,SKL-002,2025-03-19,2,3,3,2025-03-19,86.00,186,3,STF-0004,Auditory,Communication,Detail orientation,Portfolio development,On track to meet goals,In Development,2025-11-08T00:00:00.000Z,2025-12-08T00:00:00.000Z
SSK-191343,STU-001181,SKL-025,2025-03-25,2,4,3,2025-03-25,92.00,192,9,STF-0046,Auditory,Problem solving,Communication,Certification prep,On track to meet goals,Proficient,2025-11-14T00:00:00.000Z,2025-12-14T00:00:00.000Z
SSK-191415,STU-000768,SKL-009,2025-06-05,2,1,3,2025-06-05,62.00,63,4,STF-0019,Visual,Technical aptitude,Time management,Advanced training,On track to meet goals,In Development,2022-01-25T00:00:00.000Z,2022-02-24T00:00:00.000Z
SSK-191475,STU-001936,SKL-024,2025-08-04,2,1,3,2025-08-04,71.00,123,9,STF-0027,Reading/Writing,Team collaboration,Collaboration,Additional practice,On track to meet goals,Advanced,2022-03-26T00:00:00.000Z,2022-04-25T00:00:00.000Z
SSK-191479,STU-000877,SKL-031,2025-08-08,2,5,4,2025-08-08,75.00,127,2,STF-0049,Reading/Writing,Creative vision,Technical skills,Mentorship pairing,Excellent progress,Advanced,2022-03-30T00:00:00.000Z,2022-04-29T00:00:00.000Z
SSK-191608,STU-000949,SKL-029,2025-12-15,1,4,4,2025-12-15,51.00,55,10,STF-0016,Visual,Team collaboration,Collaboration,Additional practice,Exceeding expectations,In Development,2022-08-06T00:00:00.000Z,2022-09-05T00:00:00.000Z
SSK-191621,STU-000949,SKL-036,2025-12-28,2,2,5,2025-12-28,64.00,68,1,STF-0007,Visual,Fast learner,Focus,Peer tutoring,,In Development,2022-08-19T00:00:00.000Z,2022-09-18T00:00:00.000Z
SSK-191624,STU-000996,SKL-021,2025-12-31,1,5,5,2025-12-31,67.00,71,4,STF-0033,Visual,Communication,Detail orientation,Portfolio development,Needs additional support,In Development,2022-08-22T00:00:00.000Z,2022-09-21T00:00:00.000Z
SSK-191663,STU-001790,SKL-040,2025-02-08,2,4,5,2025-02-08,55.00,110,10,STF-0024,Kinesthetic,Fast learner,Focus,Peer tutoring,,Proficient,2022-09-30T00:00:00.000Z,2022-10-30T00:00:00.000Z
SSK-191671,STU-000778,SKL-002,2025-02-16,2,2,4,2025-02-16,63.00,118,7,STF-0038,Kinesthetic,Team collaboration,Collaboration,Additional practice,Excellent progress,Advanced,2022-10-08T00:00:00.000Z,2022-11-07T00:00:00.000Z
SSK-191697,STU-001936,SKL-008,2025-03-14,2,3,3,2025-03-14,89.00,144,0,STF-0029,Mixed,Attention to detail,Confidence,Project leadership role,On track to meet goals,Not Started,2022-11-03T00:00:00.000Z,2022-12-03T00:00:00.000Z
SSK-191719,STU-000176,SKL-013,2025-04-05,2,5,4,2025-04-05,60.00,166,0,STF-0002,Visual,Fast learner,Focus,Peer tutoring,Excellent progress,In Development,2022-11-25T00:00:00.000Z,2022-12-25T00:00:00.000Z
SSK-191748,STU-001245,SKL-036,2025-05-04,1,4,3,2025-05-04,89.00,195,7,STF-0032,Auditory,Team collaboration,Collaboration,Additional practice,Showing steady improvement,Proficient,2022-12-24T00:00:00.000Z,2023-01-23T00:00:00.000Z
SSK-191751,STU-000454,SKL-007,2025-05-07,2,2,3,2025-05-07,92.00,198,10,STF-0024,Kinesthetic,Technical aptitude,Time management,Advanced training,On track to meet goals,Proficient,2022-12-27T00:00:00.000Z,2023-01-26T00:00:00.000Z
SSK-191819,STU-001352,SKL-003,2025-07-14,2,5,5,2025-07-14,58.00,65,1,STF-0010,Visual,Problem solving,Communication,Certification prep,,In Development,2023-03-05T00:00:00.000Z,2023-04-04T00:00:00.000Z
SSK-191887,STU-001352,SKL-022,2025-09-20,2,3,4,2025-09-20,75.00,133,3,STF-0015,Reading/Writing,Fast learner,Focus,Peer tutoring,Excellent progress,Needs Support,2023-05-12T00:00:00.000Z,2023-06-11T00:00:00.000Z
SSK-191896,STU-001124,SKL-012,2025-09-29,1,2,4,2025-09-29,84.00,142,1,STF-0003,Mixed,Problem solving,Communication,Certification prep,Exceeding expectations,Not Started,2023-05-21T00:00:00.000Z,2023-06-20T00:00:00.000Z
SSK-191904,STU-001792,SKL-028,2025-10-07,1,5,3,2025-10-07,92.00,150,9,STF-0034,Visual,Communication,Detail orientation,Portfolio development,Showing steady improvement,In Development,2023-05-29T00:00:00.000Z,2023-06-28T00:00:00.000Z
SSK-191912,STU-001969,SKL-036,2025-10-15,1,3,5,2025-10-15,100.00,158,6,STF-0034,Visual,Technical aptitude,Time management,Advanced training,Needs additional support,In Development,2023-06-06T00:00:00.000Z,2023-07-06T00:00:00.000Z
SSK-191941,STU-000454,SKL-009,2025-11-13,2,2,4,2025-11-13,78.00,187,2,STF-0024,Auditory,Creative vision,Technical skills,Mentorship pairing,Excellent progress,Proficient,2023-07-05T00:00:00.000Z,2023-08-04T00:00:00.000Z
SSK-191974,STU-001262,SKL-019,2025-12-16,1,5,4,2025-12-16,60.00,19,2,STF-0007,Kinesthetic,Communication,Detail orientation,Portfolio development,Exceeding expectations,Advanced,2023-08-07T00:00:00.000Z,2023-09-06T00:00:00.000Z
SSK-192063,STU-001426,SKL-016,2025-03-15,2,4,3,2025-03-15,98.00,108,3,STF-0029,Kinesthetic,Team collaboration,Collaboration,Additional practice,On track to meet goals,Proficient,2023-11-04T00:00:00.000Z,2023-12-04T00:00:00.000Z
SSK-192143,STU-000379,SKL-039,2025-06-03,2,4,5,2025-06-03,76.00,188,6,STF-0022,Auditory,Technical aptitude,Time management,Advanced training,,Proficient,2024-01-23T00:00:00.000Z,2024-02-22T00:00:00.000Z
SSK-192145,STU-000947,SKL-036,2025-06-05,2,1,4,2025-06-05,78.00,190,8,STF-0030,Auditory,Attention to detail,Confidence,Project leadership role,Excellent progress,Proficient,2024-01-25T00:00:00.000Z,2024-02-24T00:00:00.000Z
SSK-192153,STU-000968,SKL-022,2025-06-13,2,4,3,2025-06-13,86.00,198,5,STF-0013,Kinesthetic,Fast learner,Focus,Peer tutoring,On track to meet goals,Proficient,2024-02-02T00:00:00.000Z,2024-03-03T00:00:00.000Z
SSK-192211,STU-001616,SKL-011,2025-08-10,2,2,4,2025-08-10,93.00,55,8,STF-0017,Visual,Problem solving,Communication,Certification prep,Excellent progress,In Development,2024-03-31T00:00:00.000Z,2024-04-30T00:00:00.000Z
SSK-192255,STU-000186,SKL-028,2025-09-23,2,1,3,2025-09-23,86.00,99,8,STF-0044,Kinesthetic,Technical aptitude,Time management,Advanced training,On track to meet goals,Proficient,2024-05-14T00:00:00.000Z,2024-06-13T00:00:00.000Z
SSK-192305,STU-000502,SKL-036,2025-11-12,2,1,5,2025-11-12,85.00,149,3,STF-0038,Visual,Creative vision,Technical skills,Mentorship pairing,,In Development,2024-07-03T00:00:00.000Z,2024-08-02T00:00:00.000Z
SSK-192326,STU-000454,SKL-008,2025-12-03,1,2,5,2025-12-03,55.00,170,2,STF-0031,Visual,Creative vision,Technical skills,Mentorship pairing,Needs additional support,In Development,2024-07-24T00:00:00.000Z,2024-08-23T00:00:00.000Z
SSK-192361,STU-001245,SKL-019,2025-01-07,2,2,4,2025-01-07,90.00,4,4,STF-0041,Kinesthetic,Creative vision,Technical skills,Mentorship pairing,Excellent progress,Proficient,2024-08-28T00:00:00.000Z,2024-09-27T00:00:00.000Z
SSK-192370,STU-001124,SKL-022,2025-01-16,1,1,4,2025-01-16,99.00,13,2,STF-0027,Kinesthetic,Fast learner,Focus,Peer tutoring,Exceeding expectations,Advanced,2024-09-06T00:00:00.000Z,2024-10-06T00:00:00.000Z
SSK-192454,STU-000454,SKL-038,2025-04-10,1,5,4,2025-04-10,81.00,97,9,STF-0009,Kinesthetic,Fast learner,Focus,Peer tutoring,Exceeding expectations,Proficient,2024-11-29T00:00:00.000Z,2024-12-29T00:00:00.000Z
SSK-192462,STU-000176,SKL-013,2025-04-18,1,3,3,2025-04-18,89.00,105,6,STF-0029,Kinesthetic,Team collaboration,Collaboration,Additional practice,Showing steady improvement,Proficient,2024-12-07T00:00:00.000Z,2025-01-06T00:00:00.000Z
SSK-192476,STU-000968,SKL-033,2025-05-02,1,2,5,2025-05-02,52.00,119,9,STF-0030,Reading/Writing,Team collaboration,Collaboration,Additional practice,Needs additional support,Advanced,2024-12-21T00:00:00.000Z,2025-01-20T00:00:00.000Z
SSK-192484,STU-000252,SKL-011,2025-05-10,1,5,4,2025-05-10,60.00,127,6,STF-0039,Reading/Writing,Problem solving,Communication,Certification prep,Exceeding expectations,Advanced,2024-12-29T00:00:00.000Z,2025-01-28T00:00:00.000Z
SSK-192499,STU-001851,SKL-013,2025-05-25,2,5,4,2025-05-25,75.00,142,10,STF-0004,Mixed,Communication,Detail orientation,Portfolio development,Excellent progress,Not Started,2025-01-13T00:00:00.000Z,2025-02-12T00:00:00.000Z
SSK-192617,STU-000947,SKL-035,2025-09-20,2,3,5,2025-09-20,91.00,59,7,STF-0024,Visual,Problem solving,Communication,Certification prep,,In Development,2025-05-11T00:00:00.000Z,2025-06-10T00:00:00.000Z
