goal_id,student_id,goal_type,goal_title,description,start_date,target_completion_date,actual_completion_date,priority,progress_percentage,milestones_total,milestones_completed,mentor_assigned_id,staff_assigned_id,program_id,barriers_identified,support_needed,last_review_date,next_review_date,notes,status,created_at,updated_at
GOL-373496,STU-000305,Community,Mentor a peer,Mentor a peer - Personal development goal for Better Youth student,2025-04-12,2025-08-05,2025-10-26,Low,99,6,5,MNT-0098,STF-0032,PRG-001,Health issues,None additional,2025-04-12,2025-05-12,Revised timeline,Deferred,2025-05-06T00:00:00.000Z,2025-05-20T00:00:00.000Z
GOL-373518,STU-000746,Career,Secure internship,Secure internship - Personal development goal for Better Youth student,2025-05-04,2025-07-11,2025-08-19,High,20,7,0,null,STF-0032,PRG-014,None,Counseling,2025-05-04,2025-06-03,Additional support provided,Active,2025-05-28T00:00:00.000Z,2025-06-11T00:00:00.000Z
GOL-373532,STU-001429,Career,Build portfolio,Build portfolio - Personal development goal for Better Youth student,2025-05-18,2025-06-29,2025-08-27,Medium,34,7,5,null,STF-0012,PRG-007,None,Transportation,2025-05-18,2025-06-17,Additional support provided,Active,2025-06-11T00:00:00.000Z,2025-06-25T00:00:00.000Z
GOL-373620,STU-000305,Career,Complete program certification,Complete program certification - Personal development goal for Better Youth student,2025-08-14,2025-10-09,null,High,21,4,3,MNT-0170,STF-0042,null,None,Transportation,2025-08-14,2025-09-13,Ahead of schedule,Active,2025-09-07T00:00:00.000Z,2025-09-21T00:00:00.000Z
GOL-373630,STU-001922,Career,Network with 5 professionals,Network with 5 professionals - Personal development goal for Better Youth student,2025-08-24,2025-12-20,null,Medium,31,7,4,MNT-0068,STF-0007,PRG-013,None,Counseling,2025-08-24,2025-09-23,Additional support provided,Active,2025-09-17T00:00:00.000Z,2025-10-01T00:00:00.000Z
GOL-373753,STU-000469,Personal Growth,Master video editing,Master video editing - Personal development goal for Better Youth student,2025-12-25,2026-04-15,2026-05-04,Medium,53,4,1,MNT-0023,STF-0004,null,Resource access,Tutoring,2025-12-25,2026-01-24,Ahead of schedule,Completed,2023-01-18T00:00:00.000Z,2023-02-01T00:00:00.000Z
GOL-373822,STU-000567,Career,College application completion,College application completion - Personal development goal for Better Youth student,2025-03-04,2025-09-22,null,High,21,3,7,MNT-0105,STF-0037,PRG-010,None,Counseling,2025-03-04,2025-04-03,On track,Active,2023-03-28T00:00:00.000Z,2023-04-11T00:00:00.000Z
GOL-373853,STU-001631,Personal Growth,Leadership role,Leadership role - Personal development goal for Better Youth student,2025-04-04,2025-10-13,2025-08-12,Medium,52,6,2,MNT-0073,STF-0032,PRG-010,Resource access,Financial assistance,2025-04-04,2025-05-04,Revised timeline,Completed,2023-04-28T00:00:00.000Z,2023-05-12T00:00:00.000Z
GOL-373914,STU-000527,Academic,Create independent project,Create independent project - Personal development goal for Better Youth student,2025-06-04,2025-12-13,null,High,12,4,0,null,STF-0015,PRG-007,None,Mentoring,2025-06-04,2025-07-04,Ahead of schedule,Active,2023-06-28T00:00:00.000Z,2023-07-12T00:00:00.000Z
GOL-374041,STU-000186,Skills Development,Improve GPA,Improve GPA - Personal development goal for Better Youth student,2025-10-09,2025-12-26,null,Medium,38,5,1,null,STF-0037,null,Time constraints,Tutoring,2025-10-09,2025-11-08,Needs attention,Active,2023-11-02T00:00:00.000Z,2023-11-16T00:00:00.000Z
GOL-374053,STU-001150,Personal Growth,Master video editing,Master video editing - Personal development goal for Better Youth student,2025-10-21,2026-02-15,2025-11-19,Medium,50,3,4,MNT-0069,STF-0032,PRG-012,Resource access,Financial assistance,2025-10-21,2025-11-20,On track,Completed,2023-11-14T00:00:00.000Z,2023-11-28T00:00:00.000Z
GOL-374057,STU-000884,Personal Growth,Build portfolio,Build portfolio - Personal development goal for Better Youth student,2025-10-25,2025-11-29,2026-01-30,Medium,54,7,8,MNT-0187,STF-0001,PRG-010,Resource access,Tutoring,2025-10-25,2025-11-24,Additional support provided,Completed,2023-11-18T00:00:00.000Z,2023-12-02T00:00:00.000Z
GOL-374080,STU-001631,Creative,Network with 5 professionals,Network with 5 professionals - Personal development goal for Better Youth student,2025-11-17,2026-03-29,null,Low,77,2,4,null,STF-0012,PRG-013,Personal challenges,None additional,2025-11-17,2025-12-17,,On Hold,2023-12-11T00:00:00.000Z,2023-12-25T00:00:00.000Z
GOL-374092,STU-001148,Leadership,College application completion,College application completion - Personal development goal for Better Youth student,2025-11-29,2026-01-15,2026-03-06,Low,89,7,7,MNT-0099,STF-0011,PRG-005,Work schedule,Transportation,2025-11-29,2025-12-29,Additional support provided,Cancelled,2023-12-23T00:00:00.000Z,2024-01-06T00:00:00.000Z
GOL-374114,STU-000746,Academic,Complete community service hours,Complete community service hours - Personal development goal for Better Youth student,2025-12-21,2026-03-09,2026-07-05,High,10,8,2,MNT-0055,STF-0030,null,None,Mentoring,2025-12-21,2026-01-20,Excellent progress,Active,2024-01-14T00:00:00.000Z,2024-01-28T00:00:00.000Z
GOL-374325,STU-001150,Career,Complete program certification,Complete program certification - Personal development goal for Better Youth student,2025-07-20,2026-02-05,null,High,19,2,6,MNT-0191,STF-0034,PRG-005,None,Financial assistance,2025-07-20,2025-08-19,,Active,2024-08-12T00:00:00.000Z,2024-08-26T00:00:00.000Z
GOL-374340,STU-001017,Skills Development,Complete program certification,Complete program certification - Personal development goal for Better Youth student,2025-08-04,2025-09-03,null,Medium,34,3,3,null,STF-0008,PRG-007,Time constraints,Transportation,2025-08-04,2025-09-03,On track,Active,2024-08-27T00:00:00.000Z,2024-09-10T00:00:00.000Z
GOL-374383,STU-000474,Creative,Master video editing,Master video editing - Personal development goal for Better Youth student,2025-09-16,2025-12-26,null,Low,77,4,1,null,STF-0007,PRG-003,Academic demands,Flexible scheduling,2025-09-16,2025-10-16,Ahead of schedule,On Hold,2024-10-09T00:00:00.000Z,2024-10-23T00:00:00.000Z
GOL-374433,STU-000582,Career,Secure internship,Secure internship - Personal development goal for Better Youth student,2025-11-05,2026-01-07,null,Medium,26,5,6,null,STF-0001,PRG-015,None,Tutoring,2025-11-05,2025-12-05,Needs attention,Active,2024-11-28T00:00:00.000Z,2024-12-12T00:00:00.000Z
GOL-374450,STU-000838,Skills Development,Public speaking confidence,Public speaking confidence - Personal development goal for Better Youth student,2025-11-22,2026-05-01,null,Medium,43,8,5,MNT-0180,STF-0039,PRG-004,Resource access,Mentoring,2025-11-22,2025-12-22,Excellent progress,Completed,2024-12-15T00:00:00.000Z,2024-12-29T00:00:00.000Z
GOL-374459,STU-001917,Personal Growth,Complete community service hours,Complete community service hours - Personal development goal for Better Youth student,2025-12-01,2026-05-12,2026-03-07,Medium,52,3,5,MNT-0065,STF-0028,null,Resource access,Equipment access,2025-12-01,2025-12-31,On track,Completed,2024-12-24T00:00:00.000Z,2025-01-07T00:00:00.000Z
GOL-374466,STU-000838,Financial,Financial savings goal,Financial savings goal - Personal development goal for Better Youth student,2025-12-08,2026-02-18,null,Medium,59,3,3,null,STF-0042,PRG-002,Transportation,Mentoring,2025-12-08,2026-01-07,On track,Completed,2024-12-31T00:00:00.000Z,2025-01-14T00:00:00.000Z
GOL-374476,STU-000469,Health/Wellness,Improve GPA,Improve GPA - Personal development goal for Better Youth student,2025-12-18,2026-04-05,null,Medium,69,6,4,MNT-0067,STF-0002,PRG-013,Personal challenges,Transportation,2025-12-18,2026-01-17,Revised timeline,Completed,2025-01-10T00:00:00.000Z,2025-01-24T00:00:00.000Z
GOL-374546,STU-001779,Skills Development,Mentor a peer,Mentor a peer - Personal development goal for Better Youth student,2025-02-26,2025-07-19,2025-08-05,Medium,38,6,2,MNT-0078,STF-0005,null,Time constraints,Mentoring,2025-02-26,2025-03-28,Revised timeline,Completed,2025-03-21T00:00:00.000Z,2025-04-04T00:00:00.000Z
GOL-374565,STU-001913,Financial,Complete program certification,Complete program certification - Personal development goal for Better Youth student,2025-03-17,2025-05-12,2025-06-24,Medium,57,4,3,null,STF-0006,PRG-011,Transportation,Financial assistance,2025-03-17,2025-04-16,Ahead of schedule,Completed,2025-04-09T00:00:00.000Z,2025-04-23T00:00:00.000Z
GOL-374643,STU-001846,Skills Development,Secure internship,Secure internship - Personal development goal for Better Youth student,2025-06-03,2025-12-19,null,Medium,34,5,0,MNT-0085,STF-0049,PRG-004,Time constraints,Equipment access,2025-06-03,2025-07-03,Needs attention,Active,2025-06-26T00:00:00.000Z,2025-07-10T00:00:00.000Z
GOL-374913,STU-000844,Academic,Secure internship,Secure internship - Personal development goal for Better Youth student,2025-02-28,2025-04-18,null,High,1,2,0,null,STF-0031,PRG-013,None,Tutoring,2025-02-28,2025-03-30,,Active,2023-03-23T00:00:00.000Z,2023-04-06T00:00:00.000Z
GOL-374985,STU-001891,Creative,Complete program certification,Complete program certification - Personal development goal for Better Youth student,2025-05-11,2025-09-17,2025-07-26,Low,73,4,0,null,STF-0032,PRG-014,Academic demands,Tutoring,2025-05-11,2025-06-10,Ahead of schedule,On Hold,2023-06-03T00:00:00.000Z,2023-06-17T00:00:00.000Z
GOL-515079,STU-000746,Health/Wellness,Create independent project,Create independent project - Personal development goal for Better Youth student,2025-03-06,2025-04-19,2025-10-11,Medium,80,7,0,MNT-0046,STF-0004,PRG-013,Personal challenges,Flexible scheduling,2025-03-06,2025-04-05,Additional support provided,Completed,2025-11-21T00:00:00.000Z,2025-12-05T00:00:00.000Z
GOL-515081,STU-001631,Creative,Mentor a peer,Mentor a peer - Personal development goal for Better Youth student,2025-03-08,2025-05-28,2025-07-25,Low,82,2,2,null,STF-0047,PRG-010,Personal challenges,Tutoring,2025-03-08,2025-04-07,,On Hold,2025-11-23T00:00:00.000Z,2025-12-07T00:00:00.000Z
GOL-515213,STU-000920,Academic,Leadership role,Leadership role - Personal development goal for Better Youth student,2025-07-18,2025-12-27,null,High,12,8,8,MNT-0029,STF-0010,PRG-003,None,Financial assistance,2025-07-18,2025-08-17,Excellent progress,Active,2023-04-04T00:00:00.000Z,2023-04-18T00:00:00.000Z
GOL-515241,STU-001225,Skills Development,Financial savings goal,Financial savings goal - Personal development goal for Better Youth student,2025-08-15,2025-11-10,null,Medium,40,8,0,MNT-0143,STF-0038,PRG-010,Time constraints,Tutoring,2025-08-15,2025-09-14,Excellent progress,Active,2023-05-02T00:00:00.000Z,2023-05-16T00:00:00.000Z
GOL-515279,STU-001532,Health/Wellness,Complete community service hours,Complete community service hours - Personal development goal for Better Youth student,2025-09-22,2025-10-22,null,Medium,78,4,2,null,STF-0027,null,Personal challenges,Flexible scheduling,2025-09-22,2025-10-22,Ahead of schedule,Completed,2023-06-09T00:00:00.000Z,2023-06-23T00:00:00.000Z
GOL-515281,STU-000618,Creative,Improve GPA,Improve GPA - Personal development goal for Better Youth student,2025-09-24,2026-02-15,2026-04-29,Low,80,6,4,null,STF-0049,PRG-007,Personal challenges,Tutoring,2025-09-24,2025-10-24,Revised timeline,On Hold,2023-06-11T00:00:00.000Z,2023-06-25T00:00:00.000Z
GOL-515294,STU-001788,Leadership,Complete community service hours,Complete community service hours - Personal development goal for Better Youth student,2025-10-07,2025-11-19,null,Low,93,5,8,null,STF-0005,null,Work schedule,Counseling,2025-10-07,2025-11-06,Needs attention,Cancelled,2023-06-24T00:00:00.000Z,2023-07-08T00:00:00.000Z
GOL-515389,STU-001004,Creative,Learn new software,Learn new software - Personal development goal for Better Youth student,2025-01-10,2025-03-02,2025-05-10,Low,87,2,4,null,STF-0024,PRG-003,Academic demands,Financial assistance,2025-01-10,2025-02-09,,On Hold,2023-09-27T00:00:00.000Z,2023-10-11T00:00:00.000Z
GOL-515392,STU-000794,Leadership,College application completion,College application completion - Personal development goal for Better Youth student,2025-01-13,2025-03-03,null,Low,90,5,7,MNT-0126,STF-0008,null,Work schedule,None additional,2025-01-13,2025-02-12,Needs attention,Cancelled,2023-09-30T00:00:00.000Z,2023-10-14T00:00:00.000Z
GOL-515429,STU-000186,Career,Complete community service hours,Complete community service hours - Personal development goal for Better Youth student,2025-02-19,2025-08-29,2025-08-30,High,26,7,8,MNT-0009,STF-0010,PRG-014,None,Financial assistance,2025-02-19,2025-03-21,Additional support provided,Active,2023-11-06T00:00:00.000Z,2023-11-20T00:00:00.000Z
GOL-515441,STU-000384,Skills Development,Mentor a peer,Mentor a peer - Personal development goal for Better Youth student,2025-03-03,2025-05-24,null,Medium,38,5,2,MNT-0004,STF-0026,PRG-003,Time constraints,Tutoring,2025-03-03,2025-04-02,Needs attention,Active,2023-11-18T00:00:00.000Z,2023-12-02T00:00:00.000Z
GOL-515448,STU-001913,Skills Development,Secure internship,Secure internship - Personal development goal for Better Youth student,2025-03-10,2025-09-02,null,Medium,45,5,0,MNT-0120,STF-0006,null,Time constraints,None additional,2025-03-10,2025-04-09,Needs attention,Completed,2023-11-25T00:00:00.000Z,2023-12-09T00:00:00.000Z
GOL-515457,STU-000765,Personal Growth,Improve attendance,Improve attendance - Personal development goal for Better Youth student,2025-03-19,2025-07-14,null,Medium,54,7,0,MNT-0142,STF-0024,PRG-008,Resource access,Tutoring,2025-03-19,2025-04-18,Additional support provided,Completed,2023-12-04T00:00:00.000Z,2023-12-18T00:00:00.000Z
GOL-515531,STU-001641,Career,Mentor a peer,Mentor a peer - Personal development goal for Better Youth student,2025-06-01,2025-07-08,null,Medium,27,4,2,MNT-0009,STF-0008,PRG-015,None,Equipment access,2025-06-01,2025-07-01,Ahead of schedule,Active,2024-02-16T00:00:00.000Z,2024-03-01T00:00:00.000Z
GOL-515534,STU-001148,Career,Complete community service hours,Complete community service hours - Personal development goal for Better Youth student,2025-06-04,2025-12-13,2025-12-20,Medium,30,7,5,MNT-0113,STF-0003,PRG-002,None,Counseling,2025-06-04,2025-07-04,Additional support provided,Active,2024-02-19T00:00:00.000Z,2024-03-04T00:00:00.000Z
GOL-515543,STU-000062,Skills Development,Leadership role,Leadership role - Personal development goal for Better Youth student,2025-06-13,2025-08-17,2025-10-14,Medium,39,2,5,MNT-0003,STF-0023,null,Time constraints,Flexible scheduling,2025-06-13,2025-07-13,,Active,2024-02-28T00:00:00.000Z,2024-03-13T00:00:00.000Z
GOL-515640,STU-000865,Skills Development,Complete program certification,Complete program certification - Personal development goal for Better Youth student,2025-09-18,2026-01-01,null,Medium,35,8,3,MNT-0135,STF-0012,null,Time constraints,None additional,2025-09-18,2025-10-18,Excellent progress,Active,2024-06-04T00:00:00.000Z,2024-06-18T00:00:00.000Z
GOL-515684,STU-001917,Creative,Complete community service hours,Complete community service hours - Personal development goal for Better Youth student,2025-11-01,2026-04-08,2025-11-22,Low,79,3,2,null,STF-0018,PRG-003,Academic demands,Transportation,2025-11-01,2025-12-01,On track,On Hold,2024-07-18T00:00:00.000Z,2024-08-01T00:00:00.000Z
GOL-515712,STU-000568,Academic,Improve attendance,Improve attendance - Personal development goal for Better Youth student,2025-11-29,2026-02-13,2026-02-23,High,6,3,3,MNT-0173,STF-0035,PRG-014,None,None additional,2025-11-29,2025-12-29,On track,Active,2024-08-15T00:00:00.000Z,2024-08-29T00:00:00.000Z
GOL-515733,STU-001004,Career,Secure internship,Secure internship - Personal development goal for Better Youth student,2025-12-20,2026-06-30,null,Medium,27,3,6,MNT-0092,STF-0035,PRG-006,None,Financial assistance,2025-12-20,2026-01-19,On track,Active,2024-09-05T00:00:00.000Z,2024-09-19T00:00:00.000Z
GOL-515748,STU-000865,Skills Development,Secure internship,Secure internship - Personal development goal for Better Youth student,2025-01-04,2025-03-25,null,Medium,42,4,3,MNT-0108,STF-0038,PRG-013,Time constraints,Transportation,2025-01-04,2025-02-03,Ahead of schedule,Completed,2024-09-20T00:00:00.000Z,2024-10-04T00:00:00.000Z
GOL-515770,STU-000062,Financial,Network with 5 professionals,Network with 5 professionals - Personal development goal for Better Youth student,2025-01-26,2025-06-06,2025-08-20,Medium,64,5,7,null,STF-0031,PRG-014,Transportation,Mentoring,2025-01-26,2025-02-25,Needs attention,Completed,2024-10-12T00:00:00.000Z,2024-10-26T00:00:00.000Z
GOL-515771,STU-000568,Financial,Mentor a peer,Mentor a peer - Personal development goal for Better Youth student,2025-01-27,2025-07-19,null,Medium,65,6,8,null,STF-0011,PRG-006,Transportation,Equipment access,2025-01-27,2025-02-26,Revised timeline,Completed,2024-10-13T00:00:00.000Z,2024-10-27T00:00:00.000Z
GOL-515777,STU-001527,Health/Wellness,Build portfolio,Build portfolio - Personal development goal for Better Youth student,2025-02-02,2025-08-09,2025-05-06,Medium,71,5,5,MNT-0013,STF-0043,PRG-010,Personal challenges,Tutoring,2025-02-02,2025-03-04,Needs attention,Completed,2024-10-19T00:00:00.000Z,2024-11-02T00:00:00.000Z
