student_cert_id,student_id,certification_id,attempt_date,attempt_number,exam_score,passed,issue_date,expiration_date,certificate_number,verified_by_staff_id,digital_badge_issued,badge_url,linked_to_portfolio,employer_verified,renewal_reminder_sent,status,notes,created_at,updated_at
SCR-99958,STU-001166,CRT-004,2025-08-06,2,88.00,false,2025-08-08,2027-08-14,CERT-1099587,STF-0020,false,https://badges.betteryouth.org/verify/CERT-1099587,false,false,false,Pending Renewal,Improved from previous attempt,2022-09-21T00:00:00.000Z,2022-09-28T00:00:00.000Z
SCR-99969,STU-000258,CRT-008,2025-11-18,2,90.00,false,2025-11-20,2027-06-11,CERT-1099691,STF-0035,false,https://badges.betteryouth.org/verify/CERT-1099691,false,false,false,Pending Renewal,First attempt success,2023-01-03T00:00:00.000Z,2023-01-10T00:00:00.000Z
SCR-99969,STU-000596,CRT-002,2025-11-21,2,93.00,false,2025-11-28,2027-10-03,CERT-1099694,STF-0004,false,https://badges.betteryouth.org/verify/CERT-1099694,false,false,false,Pending Renewal,Excellent performance,2023-01-06T00:00:00.000Z,2023-01-13T00:00:00.000Z
SCR-99970,STU-000654,CRT-016,2025-12-03,1,54.00,true,2025-12-11,2027-12-28,CERT-1099706,STF-0009,true,https://badges.betteryouth.org/verify/CERT-1099706,true,true,true,Active,First attempt success,2023-01-18T00:00:00.000Z,2023-01-25T00:00:00.000Z
SCR-99971,STU-000866,CRT-016,2025-12-16,1,67.00,true,2025-12-24,2028-04-26,CERT-1099719,STF-0003,true,https://badges.betteryouth.org/verify/CERT-1099719,true,true,true,Active,Excellent performance,2023-01-31T00:00:00.000Z,2023-02-07T00:00:00.000Z
SCR-99972,STU-001198,CRT-009,2025-12-18,1,69.00,true,2025-12-28,2027-04-19,CERT-1099721,STF-0023,true,https://badges.betteryouth.org/verify/CERT-1099721,true,false,true,Active,First attempt success,2023-02-02T00:00:00.000Z,2023-02-09T00:00:00.000Z
SCR-99974,STU-001263,CRT-009,2025-01-14,1,96.00,true,2025-01-27,2026-04-30,CERT-1099748,STF-0026,true,https://badges.betteryouth.org/verify/CERT-1099748,true,false,false,Active,Recommended for advanced certification,2023-03-01T00:00:00.000Z,2023-03-08T00:00:00.000Z
SCR-99981,STU-001784,CRT-011,2025-03-17,1,56.00,true,2025-03-18,2027-02-26,CERT-1099810,STF-0034,true,https://badges.betteryouth.org/verify/CERT-1099810,true,true,true,Active,,2023-05-02T00:00:00.000Z,2023-05-09T00:00:00.000Z
SCR-99984,STU-001586,CRT-007,2025-04-18,1,88.00,true,2025-04-20,2027-04-22,CERT-1099842,STF-0032,true,https://badges.betteryouth.org/verify/CERT-1099842,true,false,false,Active,Improved from previous attempt,2023-06-03T00:00:00.000Z,2023-06-10T00:00:00.000Z
SCR-99990,STU-001212,CRT-017,2025-06-16,1,96.00,true,2025-06-17,2027-09-06,CERT-1099901,STF-0018,true,https://badges.betteryouth.org/verify/CERT-1099901,true,true,true,Active,First attempt success,2023-08-01T00:00:00.000Z,2023-08-08T00:00:00.000Z
SCR-99992,STU-001673,CRT-017,2025-07-09,1,68.00,true,2025-07-14,2026-09-22,CERT-1099924,STF-0035,true,https://badges.betteryouth.org/verify/CERT-1099924,true,false,true,Active,Excellent performance,2023-08-24T00:00:00.000Z,2023-08-31T00:00:00.000Z
SCR-99000,STU-001372,CRT-016,2025-05-07,1,95.00,true,2025-05-13,null,CERT-1090006,STF-0009,true,https://badges.betteryouth.org/verify/CERT-1090006,true,true,true,Active,First attempt success,2024-06-28T00:00:00.000Z,2024-07-05T00:00:00.000Z
SCR-99006,STU-001885,CRT-020,2025-07-01,1,99.00,true,2025-07-05,2026-07-06,CERT-1090061,STF-0021,true,https://badges.betteryouth.org/verify/CERT-1090061,true,false,false,Active,First attempt success,2024-08-22T00:00:00.000Z,2024-08-29T00:00:00.000Z
SCR-99007,STU-000654,CRT-010,2025-07-17,2,64.00,true,2025-07-27,2028-04-13,CERT-1090077,STF-0023,true,https://badges.betteryouth.org/verify/CERT-1090077,false,false,false,Expired,Improved from previous attempt,2024-09-07T00:00:00.000Z,2024-09-14T00:00:00.000Z
SCR-99031,STU-000405,CRT-005,2025-03-13,1,99.00,true,2025-03-15,2026-09-25,CERT-1090316,STF-0020,true,https://badges.betteryouth.org/verify/CERT-1090316,true,true,true,Active,First attempt success,2025-05-04T00:00:00.000Z,2025-05-11T00:00:00.000Z
SCR-99037,STU-000258,CRT-005,2025-05-13,2,58.00,true,2025-05-27,null,CERT-1090377,STF-0014,true,https://badges.betteryouth.org/verify/CERT-1090377,false,false,false,Expired,Improved from previous attempt,2025-07-04T00:00:00.000Z,2025-07-11T00:00:00.000Z
SCR-99047,STU-001586,CRT-009,2025-08-17,1,52.00,true,2025-08-21,2027-01-21,CERT-1090473,STF-0008,true,https://badges.betteryouth.org/verify/CERT-1090473,false,false,false,Expired,Recommended for advanced certification,2025-10-08T00:00:00.000Z,2025-10-15T00:00:00.000Z
SCR-99047,STU-001133,CRT-014,2025-08-23,2,58.00,true,2025-09-05,null,CERT-1090479,STF-0030,true,https://badges.betteryouth.org/verify/CERT-1090479,false,false,false,Expired,Excellent performance,2025-10-14T00:00:00.000Z,2025-10-21T00:00:00.000Z
SCR-99051,STU-001776,CRT-012,2025-09-30,1,96.00,true,2025-10-07,null,CERT-1090517,STF-0044,true,https://badges.betteryouth.org/verify/CERT-1090517,true,true,true,Active,Improved from previous attempt,2025-11-21T00:00:00.000Z,2025-11-28T00:00:00.000Z
SCR-99053,STU-000316,CRT-004,2025-10-14,1,59.00,true,2025-10-16,2027-05-25,CERT-1090531,STF-0004,true,https://badges.betteryouth.org/verify/CERT-1090531,true,false,false,Active,First attempt success,2025-12-05T00:00:00.000Z,2025-12-12T00:00:00.000Z
SCR-99055,STU-001586,CRT-020,2025-11-11,1,87.00,true,2025-11-15,2027-01-17,CERT-1090559,STF-0030,true,https://badges.betteryouth.org/verify/CERT-1090559,true,false,false,Active,Excellent performance,2022-01-02T00:00:00.000Z,2022-01-09T00:00:00.000Z
SCR-99059,STU-000866,CRT-013,2025-12-17,3,72.00,false,2025-12-24,2028-11-26,CERT-1090595,STF-0029,false,https://badges.betteryouth.org/verify/CERT-1090595,false,false,false,Pending Renewal,,2022-02-07T00:00:00.000Z,2022-02-14T00:00:00.000Z
SCR-99062,STU-001930,CRT-005,2025-01-17,1,52.00,true,2025-01-31,2026-05-04,CERT-1090626,STF-0005,true,https://badges.betteryouth.org/verify/CERT-1090626,true,false,true,Active,First attempt success,2022-03-10T00:00:00.000Z,2022-03-17T00:00:00.000Z
SCR-99064,STU-001784,CRT-012,2025-02-01,1,67.00,true,2025-02-11,2026-08-23,CERT-1090641,STF-0014,true,https://badges.betteryouth.org/verify/CERT-1090641,true,false,false,Active,First attempt success,2022-03-25T00:00:00.000Z,2022-04-01T00:00:00.000Z
SCR-99072,STU-001166,CRT-007,2025-04-28,1,51.00,true,2025-05-10,2027-08-04,CERT-1090727,STF-0041,true,https://badges.betteryouth.org/verify/CERT-1090727,true,false,true,Active,Improved from previous attempt,2022-06-19T00:00:00.000Z,2022-06-26T00:00:00.000Z
SCR-99073,STU-000169,CRT-017,2025-05-04,1,57.00,true,2025-05-15,2028-02-05,CERT-1090733,STF-0038,true,https://badges.betteryouth.org/verify/CERT-1090733,true,false,false,Active,Recommended for advanced certification,2022-06-25T00:00:00.000Z,2022-07-02T00:00:00.000Z
SCR-99074,STU-000362,CRT-020,2025-05-12,1,65.00,true,2025-05-18,null,CERT-1090741,STF-0031,true,https://badges.betteryouth.org/verify/CERT-1090741,true,false,false,Active,First attempt success,2022-07-03T00:00:00.000Z,2022-07-10T00:00:00.000Z
SCR-99074,STU-000362,CRT-014,2025-05-17,1,70.00,true,2025-05-27,2026-09-22,CERT-1090746,STF-0043,true,https://badges.betteryouth.org/verify/CERT-1090746,true,false,false,Active,First attempt success,2022-07-08T00:00:00.000Z,2022-07-15T00:00:00.000Z
SCR-99075,STU-000654,CRT-012,2025-05-25,1,78.00,true,2025-05-26,2028-03-09,CERT-1090754,STF-0050,true,https://badges.betteryouth.org/verify/CERT-1090754,true,false,false,Active,Excellent performance,2022-07-16T00:00:00.000Z,2022-07-23T00:00:00.000Z
SCR-99076,STU-001113,CRT-015,2025-06-07,1,91.00,true,2025-06-11,null,CERT-1090767,STF-0049,true,https://badges.betteryouth.org/verify/CERT-1090767,true,false,false,Active,Improved from previous attempt,2022-07-29T00:00:00.000Z,2022-08-05T00:00:00.000Z
SCR-99080,STU-001359,CRT-016,2025-07-14,1,77.00,true,2025-07-21,2028-05-31,CERT-1090804,STF-0020,true,https://badges.betteryouth.org/verify/CERT-1090804,true,true,true,Active,Excellent performance,2022-09-04T00:00:00.000Z,2022-09-11T00:00:00.000Z
SCR-99087,STU-000165,CRT-006,2025-09-27,2,50.00,true,2025-10-10,2028-10-07,CERT-1090879,STF-0050,true,https://badges.betteryouth.org/verify/CERT-1090879,false,false,false,Expired,Excellent performance,2022-11-18T00:00:00.000Z,2022-11-25T00:00:00.000Z
SCR-99094,STU-001416,CRT-018,2025-12-03,1,66.00,true,2025-12-14,2027-06-30,CERT-1090946,STF-0049,true,https://badges.betteryouth.org/verify/CERT-1090946,true,false,false,Active,First attempt success,2023-01-24T00:00:00.000Z,2023-01-31T00:00:00.000Z
SCR-99107,STU-000627,CRT-011,2025-04-13,2,95.00,true,2025-04-19,2026-07-08,CERT-1091077,STF-0012,true,https://badges.betteryouth.org/verify/CERT-1091077,false,false,false,Expired,Improved from previous attempt,2023-06-04T00:00:00.000Z,2023-06-11T00:00:00.000Z
SCR-99107,STU-001176,CRT-020,2025-04-14,2,96.00,true,2025-04-24,2028-04-18,CERT-1091078,STF-0044,true,https://badges.betteryouth.org/verify/CERT-1091078,false,false,false,Expired,Recommended for advanced certification,2023-06-05T00:00:00.000Z,2023-06-12T00:00:00.000Z
SCR-99118,STU-001359,CRT-019,2025-07-30,2,50.00,false,2025-08-09,2027-04-12,CERT-1091185,STF-0050,false,https://badges.betteryouth.org/verify/CERT-1091185,false,false,false,Revoked,,2023-09-20T00:00:00.000Z,2023-09-27T00:00:00.000Z
SCR-99118,STU-001416,CRT-007,2025-07-31,2,51.00,false,2025-08-06,2027-11-07,CERT-1091186,STF-0035,false,https://badges.betteryouth.org/verify/CERT-1091186,false,false,false,Revoked,First attempt success,2023-09-21T00:00:00.000Z,2023-09-28T00:00:00.000Z
SCR-99123,STU-001784,CRT-019,2025-09-16,1,98.00,true,2025-09-22,2027-06-24,CERT-1091233,STF-0047,true,https://badges.betteryouth.org/verify/CERT-1091233,true,false,false,Active,Recommended for advanced certification,2023-11-07T00:00:00.000Z,2023-11-14T00:00:00.000Z
SCR-99128,STU-000258,CRT-011,2025-11-10,2,51.00,false,2025-11-20,2028-09-19,CERT-1091288,STF-0044,false,https://badges.betteryouth.org/verify/CERT-1091288,false,false,false,Pending Renewal,Recommended for advanced certification,2024-01-01T00:00:00.000Z,2024-01-08T00:00:00.000Z
SCR-99135,STU-001166,CRT-008,2025-01-14,1,65.00,true,2025-01-19,null,CERT-1091353,STF-0006,true,https://badges.betteryouth.org/verify/CERT-1091353,true,false,false,Active,Recommended for advanced certification,2024-03-06T00:00:00.000Z,2024-03-13T00:00:00.000Z
SCR-99136,STU-001263,CRT-003,2025-01-21,1,72.00,true,2025-01-27,2026-10-01,CERT-1091360,STF-0043,true,https://badges.betteryouth.org/verify/CERT-1091360,true,false,false,Active,,2024-03-13T00:00:00.000Z,2024-03-20T00:00:00.000Z
SCR-99136,STU-000488,CRT-002,2025-01-23,1,74.00,true,2025-01-28,null,CERT-1091362,STF-0040,true,https://badges.betteryouth.org/verify/CERT-1091362,true,false,false,Active,Improved from previous attempt,2024-03-15T00:00:00.000Z,2024-03-22T00:00:00.000Z
SCR-99139,STU-001217,CRT-011,2025-02-22,2,53.00,false,2025-02-26,2026-03-10,CERT-1091392,STF-0037,false,https://badges.betteryouth.org/verify/CERT-1091392,false,false,false,Pending Renewal,Improved from previous attempt,2024-04-14T00:00:00.000Z,2024-04-21T00:00:00.000Z
SCR-99143,STU-000169,CRT-006,2025-04-05,1,95.00,true,2025-04-11,2026-07-02,CERT-1091434,STF-0028,true,https://badges.betteryouth.org/verify/CERT-1091434,true,false,false,Active,Excellent performance,2024-05-26T00:00:00.000Z,2024-06-02T00:00:00.000Z
SCR-99146,STU-000221,CRT-014,2025-05-06,1,75.00,true,2025-05-07,2027-01-07,CERT-1091465,STF-0032,true,https://badges.betteryouth.org/verify/CERT-1091465,true,false,false,Active,,2024-06-26T00:00:00.000Z,2024-07-03T00:00:00.000Z
SCR-99152,STU-001254,CRT-003,2025-07-02,1,81.00,true,2025-07-04,null,CERT-1091522,STF-0012,true,https://badges.betteryouth.org/verify/CERT-1091522,true,false,true,Active,Improved from previous attempt,2024-08-22T00:00:00.000Z,2024-08-29T00:00:00.000Z
SCR-99153,STU-000596,CRT-006,2025-07-18,1,97.00,true,2025-07-23,null,CERT-1091538,STF-0029,true,https://badges.betteryouth.org/verify/CERT-1091538,true,false,false,Active,Recommended for advanced certification,2024-09-07T00:00:00.000Z,2024-09-14T00:00:00.000Z
SCR-99157,STU-001885,CRT-006,2025-08-22,1,81.00,true,2025-08-28,2027-12-20,CERT-1091573,STF-0048,true,https://badges.betteryouth.org/verify/CERT-1091573,false,false,false,Expired,Recommended for advanced certification,2024-10-12T00:00:00.000Z,2024-10-19T00:00:00.000Z
SCR-99158,STU-001880,CRT-016,2025-09-04,2,94.00,false,2025-09-08,null,CERT-1091586,STF-0027,false,https://badges.betteryouth.org/verify/CERT-1091586,false,false,false,Revoked,First attempt success,2024-10-25T00:00:00.000Z,2024-11-01T00:00:00.000Z
SCR-99168,STU-001969,CRT-004,2025-12-12,2,91.00,false,2025-12-14,null,CERT-1091685,STF-0039,false,https://badges.betteryouth.org/verify/CERT-1091685,false,false,false,Revoked,,2025-02-01T00:00:00.000Z,2025-02-08T00:00:00.000Z
SCR-99170,STU-001133,CRT-002,2025-12-30,1,58.00,true,2026-01-03,null,CERT-1091703,STF-0031,true,https://badges.betteryouth.org/verify/CERT-1091703,true,true,true,Active,Recommended for advanced certification,2025-02-19T00:00:00.000Z,2025-02-26T00:00:00.000Z
SCR-99172,STU-001063,CRT-016,2025-01-22,1,81.00,true,2025-02-05,null,CERT-1091726,STF-0034,true,https://badges.betteryouth.org/verify/CERT-1091726,true,false,true,Active,First attempt success,2025-03-14T00:00:00.000Z,2025-03-21T00:00:00.000Z
SCR-99177,STU-001113,CRT-018,2025-03-09,1,76.00,true,2025-03-19,2026-08-26,CERT-1091772,STF-0041,true,https://badges.betteryouth.org/verify/CERT-1091772,false,false,false,Expired,Improved from previous attempt,2025-04-29T00:00:00.000Z,2025-05-06T00:00:00.000Z
SCR-99177,STU-001217,CRT-016,2025-03-10,1,77.00,true,2025-03-16,null,CERT-1091773,STF-0022,true,https://badges.betteryouth.org/verify/CERT-1091773,false,false,false,Expired,Recommended for advanced certification,2025-04-30T00:00:00.000Z,2025-05-07T00:00:00.000Z
SCR-99179,STU-000362,CRT-005,2025-03-29,2,96.00,false,2025-03-31,2028-03-01,CERT-1091792,STF-0049,false,https://badges.betteryouth.org/verify/CERT-1091792,false,false,false,Pending Renewal,Improved from previous attempt,2025-05-19T00:00:00.000Z,2025-05-26T00:00:00.000Z
SCR-99180,STU-001618,CRT-004,2025-04-06,1,53.00,true,2025-04-20,2026-10-22,CERT-1091800,STF-0016,true,https://badges.betteryouth.org/verify/CERT-1091800,true,true,true,Active,,2025-05-27T00:00:00.000Z,2025-06-03T00:00:00.000Z
SCR-99183,STU-000258,CRT-011,2025-05-13,1,90.00,true,2025-05-16,2027-11-13,CERT-1091837,STF-0031,true,https://badges.betteryouth.org/verify/CERT-1091837,true,false,false,Active,Improved from previous attempt,2025-07-03T00:00:00.000Z,2025-07-10T00:00:00.000Z
SCR-99189,STU-001359,CRT-007,2025-07-10,3,97.00,false,2025-07-16,null,CERT-1091895,STF-0045,false,https://badges.betteryouth.org/verify/CERT-1091895,false,false,false,Pending Renewal,,2025-08-30T00:00:00.000Z,2025-09-06T00:00:00.000Z
SCR-99192,STU-000703,CRT-004,2025-08-06,1,73.00,true,2025-08-12,null,CERT-1091922,STF-0013,true,https://badges.betteryouth.org/verify/CERT-1091922,true,false,true,Active,Improved from previous attempt,2025-09-26T00:00:00.000Z,2025-10-03T00:00:00.000Z
SCR-99195,STU-001263,CRT-006,2025-09-08,1,55.00,true,2025-09-17,2028-08-22,CERT-1091955,STF-0001,true,https://badges.betteryouth.org/verify/CERT-1091955,true,false,false,Active,,2025-10-29T00:00:00.000Z,2025-11-05T00:00:00.000Z
SCR-99196,STU-000866,CRT-005,2025-09-18,1,65.00,true,2025-09-29,2027-06-21,CERT-1091965,STF-0006,true,https://badges.betteryouth.org/verify/CERT-1091965,true,false,false,Active,,2025-11-08T00:00:00.000Z,2025-11-15T00:00:00.000Z
SCR-99199,STU-001107,CRT-003,2025-10-21,3,98.00,false,2025-10-23,null,CERT-1091998,STF-0014,false,https://badges.betteryouth.org/verify/CERT-1091998,false,false,false,Pending Renewal,Recommended for advanced certification,2025-12-11T00:00:00.000Z,2025-12-18T00:00:00.000Z
SCR-99202,STU-001416,CRT-019,2025-11-21,1,78.00,true,2025-11-28,2028-10-24,CERT-1092029,STF-0011,true,https://badges.betteryouth.org/verify/CERT-1092029,true,false,true,Active,Excellent performance,2022-01-11T00:00:00.000Z,2022-01-18T00:00:00.000Z
SCR-99204,STU-000258,CRT-020,2025-12-10,1,97.00,true,2025-12-12,null,CERT-1092048,STF-0022,true,https://badges.betteryouth.org/verify/CERT-1092048,true,false,false,Active,Recommended for advanced certification,2022-01-30T00:00:00.000Z,2022-02-06T00:00:00.000Z
SCR-99205,STU-001880,CRT-012,2025-12-18,1,54.00,true,2025-12-28,2028-01-31,CERT-1092056,STF-0002,true,https://badges.betteryouth.org/verify/CERT-1092056,true,false,false,Active,First attempt success,2022-02-07T00:00:00.000Z,2022-02-14T00:00:00.000Z
SCR-99209,STU-000866,CRT-008,2025-01-21,2,88.00,false,2025-02-03,2026-02-16,CERT-1092090,STF-0013,false,https://badges.betteryouth.org/verify/CERT-1092090,false,false,false,Pending Renewal,,2022-03-13T00:00:00.000Z,2022-03-20T00:00:00.000Z
SCR-99216,STU-001359,CRT-003,2025-04-05,1,60.00,true,2025-04-14,2028-03-27,CERT-1092164,STF-0048,true,https://badges.betteryouth.org/verify/CERT-1092164,true,false,false,Active,Excellent performance,2022-05-26T00:00:00.000Z,2022-06-02T00:00:00.000Z
SCR-99222,STU-000221,CRT-003,2025-06-05,1,70.00,true,2025-06-12,2026-09-22,CERT-1092225,STF-0004,true,https://badges.betteryouth.org/verify/CERT-1092225,true,false,true,Active,,2022-07-26T00:00:00.000Z,2022-08-02T00:00:00.000Z
SCR-99224,STU-001586,CRT-012,2025-06-24,1,89.00,true,2025-07-02,2027-05-07,CERT-1092244,STF-0012,true,https://badges.betteryouth.org/verify/CERT-1092244,true,false,false,Active,Excellent performance,2022-08-14T00:00:00.000Z,2022-08-21T00:00:00.000Z
SCR-99229,STU-000316,CRT-005,2025-08-14,3,89.00,false,2025-08-25,null,CERT-1092295,STF-0004,false,https://badges.betteryouth.org/verify/CERT-1092295,false,false,false,Pending Renewal,,2022-10-04T00:00:00.000Z,2022-10-11T00:00:00.000Z
SCR-99230,STU-001360,CRT-005,2025-08-24,1,99.00,true,2025-08-31,null,CERT-1092305,STF-0021,true,https://badges.betteryouth.org/verify/CERT-1092305,true,true,true,Active,,2022-10-14T00:00:00.000Z,2022-10-21T00:00:00.000Z
SCR-99232,STU-001198,CRT-016,2025-09-09,1,64.00,true,2025-09-14,2026-10-18,CERT-1092321,STF-0036,true,https://badges.betteryouth.org/verify/CERT-1092321,true,false,true,Active,First attempt success,2022-10-30T00:00:00.000Z,2022-11-06T00:00:00.000Z
SCR-99233,STU-000362,CRT-014,2025-09-19,1,74.00,true,2025-09-27,2027-07-23,CERT-1092331,STF-0022,true,https://badges.betteryouth.org/verify/CERT-1092331,true,false,false,Active,First attempt success,2022-11-09T00:00:00.000Z,2022-11-16T00:00:00.000Z
SCR-99237,STU-001263,CRT-018,2025-10-29,1,63.00,true,2025-11-12,2027-08-31,CERT-1092371,STF-0021,true,https://badges.betteryouth.org/verify/CERT-1092371,false,false,false,Expired,First attempt success,2022-12-19T00:00:00.000Z,2022-12-26T00:00:00.000Z
SCR-99240,STU-000316,CRT-009,2025-12-03,1,98.00,true,2025-12-17,2027-07-17,CERT-1092406,STF-0008,true,https://badges.betteryouth.org/verify/CERT-1092406,true,true,true,Active,First attempt success,2023-01-23T00:00:00.000Z,2023-01-30T00:00:00.000Z
SCR-99241,STU-000988,CRT-019,2025-12-09,1,53.00,true,2025-12-15,null,CERT-1092412,STF-0047,true,https://badges.betteryouth.org/verify/CERT-1092412,true,true,true,Active,Improved from previous attempt,2023-01-29T00:00:00.000Z,2023-02-05T00:00:00.000Z
SCR-99241,STU-001930,CRT-001,2025-12-11,1,55.00,true,2025-12-21,2027-03-22,CERT-1092414,STF-0028,true,https://badges.betteryouth.org/verify/CERT-1092414,true,true,true,Active,Excellent performance,2023-01-31T00:00:00.000Z,2023-02-07T00:00:00.000Z
SCR-99242,STU-001229,CRT-011,2025-12-26,1,70.00,true,2026-01-05,null,CERT-1092429,STF-0021,true,https://badges.betteryouth.org/verify/CERT-1092429,true,false,true,Active,Excellent performance,2023-02-15T00:00:00.000Z,2023-02-22T00:00:00.000Z
SCR-99243,STU-000988,CRT-016,2025-12-29,1,73.00,true,2026-01-10,2028-05-04,CERT-1092432,STF-0032,true,https://badges.betteryouth.org/verify/CERT-1092432,true,false,false,Active,Improved from previous attempt,2023-02-18T00:00:00.000Z,2023-02-25T00:00:00.000Z
SCR-99250,STU-000169,CRT-014,2025-03-16,1,99.00,true,2025-03-17,2027-07-24,CERT-1092509,STF-0026,true,https://badges.betteryouth.org/verify/CERT-1092509,true,true,true,Active,Excellent performance,2023-05-06T00:00:00.000Z,2023-05-13T00:00:00.000Z
