outcome_id,student_id,metric_id,measurement_date,measurement_period,value,previous_value,target_value,target_met,improvement_from_baseline,percentile_rank,assessed_by_staff_id,assessment_method,confidence_level,supporting_evidence,context_notes,program_id,cohort_id,follow_up_required,intervention_recommended,data_quality_flag,created_at,updated_at
OUT-783803,STU-001518,MTR-005,2025-05-29,Q4 2025,43.00,43.00,85.00,true,14.00,4,STF-0049,Observation,High,Observation Notes,On track,PRG-009,COH-2025,true,None,Valid,2023-06-13T00:00:00.000Z,2023-06-20T00:00:00.000Z
OUT-783807,STU-000753,MTR-012,2025-06-02,Q4 2023,47.00,47.00,89.00,true,18.00,8,STF-0032,External Assessment,High,Project Completion,Needs additional support,PRG-007,COH-2023,true,None,Valid,2023-06-17T00:00:00.000Z,2023-06-24T00:00:00.000Z
OUT-783821,STU-001526,MTR-006,2025-06-16,Q2 2024,61.00,61.00,52.00,true,32.00,22,STF-0004,Observation,High,Project Completion,Needs additional support,PRG-013,COH-2025,true,None,Valid,2023-07-01T00:00:00.000Z,2023-07-08T00:00:00.000Z
OUT-783869,STU-000842,MTR-003,2025-08-03,Q2 2024,8.00,8.00,100.00,true,9.00,70,STF-0002,Observation,Medium,Attendance Records,Significant improvement,PRG-002,COH-2025,false,Additional Tutoring,Valid,2023-08-18T00:00:00.000Z,2023-08-25T00:00:00.000Z
OUT-783875,STU-000641,MTR-004,2025-08-09,Q4 2025,14.00,14.00,55.00,false,15.00,76,STF-0048,Observation,Medium,Test Scores,First measurement,PRG-012,COH-2025,false,Mentorship,Valid,2023-08-24T00:00:00.000Z,2023-08-31T00:00:00.000Z
OUT-783890,STU-000133,MTR-006,2025-08-24,Q3 2023,29.00,null,70.00,false,30.00,91,STF-0049,Peer Review,Low,Attendance Records,Significant improvement,PRG-007,COH-2025,false,Resource Provision,Incomplete,2023-09-08T00:00:00.000Z,2023-09-15T00:00:00.000Z
OUT-783926,STU-001526,MTR-021,2025-09-29,Q3 2023,65.00,null,55.00,true,-5.00,27,STF-0018,Peer Review,High,Project Completion,Needs additional support,PRG-005,COH-2025,false,None,Valid,2023-10-14T00:00:00.000Z,2023-10-21T00:00:00.000Z
OUT-783963,STU-000068,MTR-004,2025-11-05,Q4 2023,1.00,null,92.00,true,32.00,64,STF-0042,External Assessment,Medium,Survey Response,External factors affected score,PRG-007,COH-2023,false,Additional Tutoring,Valid,2023-11-20T00:00:00.000Z,2023-11-27T00:00:00.000Z
OUT-784046,STU-000608,MTR-023,2025-01-27,Q3 2023,84.00,84.00,73.00,true,44.00,47,STF-0013,Peer Review,High,Certification,Exceeded expectations,PRG-003,COH-2025,false,None,Valid,2024-02-11T00:00:00.000Z,2024-02-18T00:00:00.000Z
OUT-784062,STU-000057,MTR-012,2025-02-12,Q3 2024,100.00,null,89.00,true,-11.00,63,STF-0041,Self-Assessment,Medium,Observation Notes,On track,PRG-009,COH-2023,false,Additional Tutoring,Valid,2024-02-27T00:00:00.000Z,2024-03-05T00:00:00.000Z
OUT-784073,STU-000033,MTR-001,2025-02-23,Q2 2024,10.00,10.00,100.00,false,0.00,74,STF-0035,Observation,Medium,Project Completion,Needs additional support,PRG-003,COH-2025,false,Mentorship,Valid,2024-03-09T00:00:00.000Z,2024-03-16T00:00:00.000Z
OUT-784076,STU-001676,MTR-016,2025-02-26,Q1 2025,13.00,13.00,52.00,false,3.00,77,STF-0014,Peer Review,Medium,Observation Notes,On track,PRG-015,COH-2025,false,Mentorship,Valid,2024-03-12T00:00:00.000Z,2024-03-19T00:00:00.000Z
OUT-784083,STU-001392,MTR-016,2025-03-05,Q4 2023,20.00,20.00,59.00,false,10.00,84,STF-0044,External Assessment,Medium,Observation Notes,On track,PRG-015,COH-2023,false,Counseling,Estimated,2024-03-19T00:00:00.000Z,2024-03-26T00:00:00.000Z
OUT-784085,STU-001200,MTR-022,2025-03-07,Q2 2024,22.00,22.00,61.00,false,12.00,86,STF-0002,Observation,Medium,Test Scores,First measurement,PRG-011,COH-2025,false,Counseling,Estimated,2024-03-21T00:00:00.000Z,2024-03-28T00:00:00.000Z
OUT-784237,STU-000299,MTR-024,2025-08-06,Q2 2023,73.00,73.00,60.00,true,22.00,38,STF-0039,Staff Evaluation,High,Observation Notes,On track,PRG-012,COH-2024,false,None,Valid,2024-08-20T00:00:00.000Z,2024-08-27T00:00:00.000Z
OUT-784258,STU-000259,MTR-011,2025-08-27,Q3 2025,94.00,94.00,81.00,true,43.00,59,STF-0047,System Calculated,Medium,Observation Notes,On track,PRG-004,COH-2024,false,None,Valid,2024-09-10T00:00:00.000Z,2024-09-17T00:00:00.000Z
OUT-784320,STU-000753,MTR-002,2025-10-28,Q1 2023,55.00,55.00,92.00,true,34.00,21,STF-0021,Self-Assessment,High,Survey Response,External factors affected score,PRG-003,COH-2023,true,None,Valid,2024-11-11T00:00:00.000Z,2024-11-18T00:00:00.000Z
OUT-784343,STU-001443,MTR-023,2025-11-20,Q4 2025,78.00,78.00,64.00,true,-14.00,44,STF-0019,Observation,High,Portfolio Review,,PRG-001,COH-2025,false,None,Valid,2024-12-04T00:00:00.000Z,2024-12-11T00:00:00.000Z
OUT-784411,STU-001518,MTR-021,2025-01-27,Q4 2024,45.00,null,81.00,true,-17.00,12,STF-0045,Staff Evaluation,High,Survey Response,External factors affected score,PRG-008,COH-2024,true,None,Valid,2025-02-10T00:00:00.000Z,2025-02-17T00:00:00.000Z
OUT-784462,STU-000842,MTR-018,2025-03-19,Q3 2025,96.00,96.00,81.00,true,34.00,63,STF-0009,System Calculated,Medium,Portfolio Review,,PRG-007,COH-2024,false,Additional Tutoring,Valid,2025-04-02T00:00:00.000Z,2025-04-09T00:00:00.000Z
OUT-784490,STU-000057,MTR-018,2025-04-16,Q3 2023,23.00,23.00,58.00,false,-9.00,91,STF-0044,Peer Review,Low,Portfolio Review,,PRG-012,COH-2025,false,Resource Provision,Incomplete,2025-04-30T00:00:00.000Z,2025-05-07T00:00:00.000Z
OUT-784544,STU-001257,MTR-007,2025-06-09,Q1 2025,77.00,77.00,61.00,true,45.00,45,STF-0020,Peer Review,High,Survey Response,External factors affected score,PRG-005,COH-2025,false,None,Valid,2025-06-23T00:00:00.000Z,2025-06-30T00:00:00.000Z
OUT-784616,STU-000112,MTR-006,2025-08-20,Q1 2025,48.00,48.00,82.00,true,46.00,17,STF-0035,Peer Review,High,Portfolio Review,,PRG-014,COH-2025,true,None,Valid,2025-09-03T00:00:00.000Z,2025-09-10T00:00:00.000Z
OUT-784653,STU-001257,MTR-009,2025-09-26,Q2 2025,85.00,null,68.00,true,12.00,54,STF-0011,External Assessment,Medium,Attendance Records,Significant improvement,PRG-008,COH-2023,false,None,Valid,2025-10-10T00:00:00.000Z,2025-10-17T00:00:00.000Z
OUT-784663,STU-001916,MTR-012,2025-10-06,Q4 2024,95.00,95.00,78.00,true,22.00,64,STF-0011,Staff Evaluation,Medium,Survey Response,External factors affected score,PRG-014,COH-2024,false,Additional Tutoring,Valid,2025-10-20T00:00:00.000Z,2025-10-27T00:00:00.000Z
OUT-784682,STU-000556,MTR-030,2025-10-25,Q3 2023,13.00,null,97.00,false,41.00,83,STF-0034,Peer Review,Medium,Project Completion,Needs additional support,PRG-012,COH-2025,false,Counseling,Estimated,2025-11-08T00:00:00.000Z,2025-11-15T00:00:00.000Z
OUT-784774,STU-000482,MTR-008,2025-01-25,Q3 2025,4.00,4.00,87.00,false,-9.00,75,STF-0010,System Calculated,Medium,Certification,Exceeded expectations,PRG-010,COH-2024,false,Mentorship,Valid,2023-02-08T00:00:00.000Z,2023-02-15T00:00:00.000Z
OUT-784875,STU-000561,MTR-011,2025-05-06,Q4 2023,4.00,null,86.00,false,21.00,76,STF-0048,External Assessment,Medium,Portfolio Review,,PRG-008,COH-2023,false,Mentorship,Valid,2023-05-20T00:00:00.000Z,2023-05-27T00:00:00.000Z
OUT-784894,STU-000057,MTR-017,2025-05-25,Q3 2025,23.00,23.00,54.00,false,40.00,95,STF-0008,System Calculated,Low,Survey Response,External factors affected score,PRG-004,COH-2024,false,Resource Provision,Incomplete,2023-06-08T00:00:00.000Z,2023-06-15T00:00:00.000Z
OUT-784923,STU-001635,MTR-027,2025-06-23,Q4 2023,52.00,52.00,83.00,true,-2.00,24,STF-0035,External Assessment,High,Observation Notes,On track,PRG-005,COH-2023,true,None,Valid,2023-07-07T00:00:00.000Z,2023-07-14T00:00:00.000Z
OUT-815023,STU-001392,MTR-013,2025-12-10,Q4 2024,54.00,null,93.00,true,-6.00,24,STF-0034,Staff Evaluation,High,Observation Notes,On track,PRG-010,COH-2024,true,None,Valid,2024-11-26T00:00:00.000Z,2024-12-03T00:00:00.000Z
OUT-815123,STU-000561,MTR-008,2025-03-20,Q4 2025,53.00,53.00,91.00,true,23.00,24,STF-0015,Observation,High,Test Scores,First measurement,PRG-013,COH-2025,true,None,Valid,2025-03-06T00:00:00.000Z,2025-03-13T00:00:00.000Z
OUT-815174,STU-000159,MTR-014,2025-05-10,Q3 2023,3.00,3.00,91.00,false,3.00,75,STF-0022,Peer Review,Medium,Project Completion,Needs additional support,PRG-005,COH-2025,false,Mentorship,Valid,2025-04-26T00:00:00.000Z,2025-05-03T00:00:00.000Z
OUT-815298,STU-001670,MTR-005,2025-09-11,Q3 2024,26.00,26.00,62.00,false,-15.00,99,STF-0018,Self-Assessment,Low,Test Scores,First measurement,PRG-009,COH-2023,false,Program Change,Needs Review,2025-08-28T00:00:00.000Z,2025-09-04T00:00:00.000Z
OUT-815303,STU-000948,MTR-004,2025-09-16,Q4 2025,31.00,31.00,67.00,true,-10.00,4,STF-0003,Observation,High,Observation Notes,On track,PRG-001,COH-2025,true,None,Valid,2025-09-02T00:00:00.000Z,2025-09-09T00:00:00.000Z
OUT-815305,STU-001635,MTR-026,2025-09-18,Q2 2023,33.00,33.00,69.00,true,-8.00,6,STF-0024,Staff Evaluation,High,Test Scores,First measurement,PRG-014,COH-2024,true,None,Valid,2025-09-04T00:00:00.000Z,2025-09-11T00:00:00.000Z
OUT-815378,STU-001173,MTR-010,2025-11-30,Q3 2023,5.00,5.00,91.00,false,-6.00,79,STF-0012,Peer Review,Medium,Certification,Exceeded expectations,PRG-014,COH-2025,false,Mentorship,Valid,2025-11-16T00:00:00.000Z,2025-11-23T00:00:00.000Z
OUT-815399,STU-001518,MTR-022,2025-12-21,Q4 2025,26.00,26.00,61.00,false,15.00,100,STF-0003,Observation,Low,Certification,Exceeded expectations,PRG-004,COH-2025,false,Program Change,Needs Review,2025-12-07T00:00:00.000Z,2025-12-14T00:00:00.000Z
OUT-815491,STU-000212,MTR-014,2025-03-23,Q4 2024,17.00,null,51.00,false,36.00,92,STF-0005,Staff Evaluation,Low,Survey Response,External factors affected score,PRG-007,COH-2024,false,Resource Provision,Incomplete,2023-03-09T00:00:00.000Z,2023-03-16T00:00:00.000Z
OUT-815497,STU-000881,MTR-012,2025-03-29,Q2 2023,23.00,23.00,57.00,false,42.00,98,STF-0016,Staff Evaluation,Low,Certification,Exceeded expectations,PRG-013,COH-2024,false,Program Change,Needs Review,2023-03-15T00:00:00.000Z,2023-03-22T00:00:00.000Z
OUT-815527,STU-000322,MTR-010,2025-04-28,Q4 2024,53.00,53.00,87.00,true,1.00,28,STF-0041,Staff Evaluation,High,Observation Notes,On track,PRG-006,COH-2024,false,None,Valid,2023-04-14T00:00:00.000Z,2023-04-21T00:00:00.000Z
OUT-815595,STU-001867,MTR-016,2025-07-05,Q4 2023,20.00,20.00,53.00,false,-2.00,96,STF-0023,External Assessment,Low,Certification,Exceeded expectations,PRG-001,COH-2023,false,Program Change,Needs Review,2023-06-21T00:00:00.000Z,2023-06-28T00:00:00.000Z
OUT-815652,STU-000033,MTR-029,2025-08-31,Q1 2023,77.00,77.00,59.00,true,-16.00,53,STF-0042,Self-Assessment,Medium,Survey Response,External factors affected score,PRG-009,COH-2023,false,None,Valid,2023-08-17T00:00:00.000Z,2023-08-24T00:00:00.000Z
OUT-815702,STU-000047,MTR-019,2025-10-20,Q3 2023,26.00,26.00,58.00,true,34.00,3,STF-0016,Peer Review,High,Observation Notes,On track,PRG-012,COH-2025,true,None,Valid,2023-10-06T00:00:00.000Z,2023-10-13T00:00:00.000Z
OUT-815716,STU-001855,MTR-021,2025-11-03,Q1 2024,40.00,null,72.00,true,48.00,17,STF-0016,System Calculated,High,Observation Notes,On track,PRG-002,COH-2024,true,None,Valid,2023-10-20T00:00:00.000Z,2023-10-27T00:00:00.000Z
OUT-815728,STU-001526,MTR-017,2025-11-15,Q1 2024,52.00,52.00,84.00,true,-11.00,29,STF-0028,System Calculated,High,Certification,Exceeded expectations,PRG-001,COH-2024,false,None,Valid,2023-11-01T00:00:00.000Z,2023-11-08T00:00:00.000Z
OUT-815762,STU-000556,MTR-009,2025-12-19,Q3 2023,86.00,86.00,67.00,true,23.00,63,STF-0020,Peer Review,Medium,Project Completion,Needs additional support,PRG-007,COH-2025,false,Additional Tutoring,Valid,2023-12-05T00:00:00.000Z,2023-12-12T00:00:00.000Z
OUT-815773,STU-000959,MTR-028,2025-12-30,Q2 2023,97.00,null,78.00,false,34.00,74,STF-0041,Staff Evaluation,Medium,Portfolio Review,,PRG-005,COH-2024,false,Mentorship,Valid,2023-12-16T00:00:00.000Z,2023-12-23T00:00:00.000Z
OUT-815807,STU-000033,MTR-011,2025-02-02,Q4 2025,30.00,null,61.00,true,-3.00,8,STF-0031,Observation,High,Observation Notes,On track,PRG-012,COH-2025,true,None,Valid,2024-01-19T00:00:00.000Z,2024-01-26T00:00:00.000Z
OUT-815826,STU-000556,MTR-030,2025-02-21,Q3 2024,49.00,49.00,80.00,true,16.00,27,STF-0002,Self-Assessment,High,Certification,Exceeded expectations,PRG-011,COH-2023,false,None,Valid,2024-02-07T00:00:00.000Z,2024-02-14T00:00:00.000Z
OUT-815882,STU-001524,MTR-004,2025-04-18,Q3 2023,4.00,null,85.00,false,1.00,83,STF-0039,Peer Review,Medium,Certification,Exceeded expectations,PRG-007,COH-2025,false,Counseling,Estimated,2024-04-03T00:00:00.000Z,2024-04-10T00:00:00.000Z
OUT-815893,STU-000133,MTR-014,2025-04-29,Q2 2023,15.00,15.00,96.00,false,12.00,94,STF-0024,Staff Evaluation,Low,Test Scores,First measurement,PRG-008,COH-2024,false,Resource Provision,Incomplete,2024-04-14T00:00:00.000Z,2024-04-21T00:00:00.000Z
OUT-815953,STU-000112,MTR-012,2025-06-28,Q2 2023,75.00,75.00,54.00,true,1.00,54,STF-0046,Staff Evaluation,Medium,Survey Response,External factors affected score,PRG-006,COH-2024,false,None,Valid,2024-06-13T00:00:00.000Z,2024-06-20T00:00:00.000Z
OUT-815969,STU-000033,MTR-012,2025-07-14,Q2 2024,91.00,null,70.00,true,17.00,70,STF-0001,Observation,Medium,Portfolio Review,,PRG-015,COH-2025,false,Additional Tutoring,Valid,2024-06-29T00:00:00.000Z,2024-07-06T00:00:00.000Z
OUT-815980,STU-000641,MTR-016,2025-07-25,Q1 2024,1.00,null,81.00,false,28.00,81,STF-0031,System Calculated,Medium,Certification,Exceeded expectations,PRG-009,COH-2024,false,Counseling,Estimated,2024-07-10T00:00:00.000Z,2024-07-17T00:00:00.000Z
OUT-816046,STU-001676,MTR-026,2025-09-29,Q3 2025,67.00,67.00,96.00,true,23.00,47,STF-0011,System Calculated,High,Portfolio Review,,PRG-010,COH-2024,false,None,Valid,2024-09-14T00:00:00.000Z,2024-09-21T00:00:00.000Z
OUT-816075,STU-000047,MTR-027,2025-10-28,Q4 2023,96.00,96.00,74.00,false,-19.00,76,STF-0041,External Assessment,Medium,Test Scores,First measurement,PRG-008,COH-2023,false,Mentorship,Valid,2024-10-13T00:00:00.000Z,2024-10-20T00:00:00.000Z
OUT-816101,STU-000103,MTR-006,2025-11-23,Q2 2024,21.00,21.00,100.00,true,7.00,2,STF-0040,Observation,High,Observation Notes,On track,PRG-006,COH-2025,true,None,Valid,2024-11-08T00:00:00.000Z,2024-11-15T00:00:00.000Z
OUT-816155,STU-000057,MTR-015,2025-01-16,Q4 2025,75.00,null,52.00,true,-10.00,56,STF-0041,Observation,Medium,Certification,Exceeded expectations,PRG-014,COH-2025,false,None,Valid,2025-01-01T00:00:00.000Z,2025-01-08T00:00:00.000Z
OUT-816165,STU-000948,MTR-027,2025-01-26,Q2 2025,85.00,85.00,62.00,true,0.00,66,STF-0006,External Assessment,Medium,Portfolio Review,,PRG-014,COH-2023,false,Additional Tutoring,Valid,2025-01-11T00:00:00.000Z,2025-01-18T00:00:00.000Z
OUT-816183,STU-001083,MTR-007,2025-02-13,Q4 2023,2.00,null,80.00,false,18.00,84,STF-0022,External Assessment,Medium,Certification,Exceeded expectations,PRG-012,COH-2023,false,Counseling,Estimated,2025-01-29T00:00:00.000Z,2025-02-05T00:00:00.000Z
OUT-816193,STU-001392,MTR-001,2025-02-23,Q2 2023,12.00,12.00,90.00,false,28.00,94,STF-0031,Staff Evaluation,Low,Portfolio Review,,PRG-015,COH-2024,false,Resource Provision,Incomplete,2025-02-08T00:00:00.000Z,2025-02-15T00:00:00.000Z
OUT-816254,STU-000881,MTR-016,2025-04-25,Q3 2023,73.00,73.00,100.00,true,18.00,55,STF-0018,Peer Review,Medium,Survey Response,External factors affected score,PRG-002,COH-2025,false,None,Valid,2025-04-10T00:00:00.000Z,2025-04-17T00:00:00.000Z
OUT-816299,STU-000842,MTR-005,2025-06-09,Q4 2025,17.00,17.00,94.00,false,-8.00,100,STF-0021,Observation,Low,Test Scores,First measurement,PRG-002,COH-2025,false,Program Change,Needs Review,2025-05-25T00:00:00.000Z,2025-06-01T00:00:00.000Z
OUT-816335,STU-000212,MTR-009,2025-07-15,Q4 2025,53.00,53.00,79.00,true,28.00,36,STF-0034,Observation,High,Attendance Records,Significant improvement,PRG-005,COH-2025,false,None,Valid,2025-06-30T00:00:00.000Z,2025-07-07T00:00:00.000Z
OUT-816427,STU-001392,MTR-013,2025-10-15,Q4 2024,44.00,null,69.00,true,49.00,28,STF-0036,Staff Evaluation,High,Project Completion,Needs additional support,PRG-005,COH-2024,false,None,Valid,2025-09-30T00:00:00.000Z,2025-10-07T00:00:00.000Z
OUT-816470,STU-001083,MTR-012,2025-11-27,Q3 2023,87.00,null,61.00,false,21.00,71,STF-0004,Peer Review,Medium,Certification,Exceeded expectations,PRG-008,COH-2025,false,Mentorship,Valid,2025-11-12T00:00:00.000Z,2025-11-19T00:00:00.000Z
OUT-816535,STU-000219,MTR-005,2025-01-31,Q4 2024,51.00,null,75.00,true,15.00,36,STF-0027,Staff Evaluation,High,Observation Notes,On track,PRG-008,COH-2024,false,None,Valid,2023-01-16T00:00:00.000Z,2023-01-23T00:00:00.000Z
OUT-816573,STU-001524,MTR-002,2025-03-10,Q2 2025,89.00,89.00,62.00,false,-18.00,74,STF-0018,External Assessment,Medium,Attendance Records,Significant improvement,PRG-015,COH-2023,false,Mentorship,Valid,2023-02-23T00:00:00.000Z,2023-03-02T00:00:00.000Z
OUT-816600,STU-000212,MTR-012,2025-04-06,Q1 2023,15.00,null,89.00,true,9.00,1,STF-0006,Self-Assessment,High,Test Scores,First measurement,PRG-015,COH-2023,true,None,Valid,2023-03-22T00:00:00.000Z,2023-03-29T00:00:00.000Z
OUT-816632,STU-001676,MTR-009,2025-05-08,Q1 2025,47.00,47.00,70.00,true,41.00,33,STF-0025,Peer Review,High,Survey Response,External factors affected score,PRG-004,COH-2025,false,None,Valid,2023-04-23T00:00:00.000Z,2023-04-30T00:00:00.000Z
OUT-816638,STU-000219,MTR-014,2025-05-14,Q3 2023,53.00,53.00,76.00,true,47.00,39,STF-0032,Peer Review,High,Certification,Exceeded expectations,PRG-005,COH-2025,false,None,Valid,2023-04-29T00:00:00.000Z,2023-05-06T00:00:00.000Z
OUT-816712,STU-000948,MTR-018,2025-07-27,Q1 2024,26.00,26.00,99.00,true,50.00,13,STF-0020,System Calculated,High,Test Scores,First measurement,PRG-008,COH-2024,true,None,Valid,2023-07-12T00:00:00.000Z,2023-07-19T00:00:00.000Z
OUT-816732,STU-001526,MTR-001,2025-08-16,Q1 2023,46.00,46.00,68.00,true,-1.00,33,STF-0011,Self-Assessment,High,Portfolio Review,,PRG-008,COH-2023,false,None,Valid,2023-08-01T00:00:00.000Z,2023-08-08T00:00:00.000Z
OUT-816839,STU-001371,MTR-011,2025-12-01,Q4 2025,52.00,52.00,73.00,true,35.00,40,STF-0042,Observation,High,Attendance Records,Significant improvement,PRG-006,COH-2025,false,None,Valid,2023-11-16T00:00:00.000Z,2023-11-23T00:00:00.000Z
OUT-816855,STU-000969,MTR-024,2025-12-17,Q4 2023,68.00,68.00,89.00,true,-20.00,56,STF-0024,External Assessment,Medium,Certification,Exceeded expectations,PRG-015,COH-2023,false,None,Valid,2023-12-02T00:00:00.000Z,2023-12-09T00:00:00.000Z
OUT-816897,STU-000103,MTR-022,2025-01-28,Q2 2025,9.00,9.00,80.00,false,22.00,98,STF-0038,External Assessment,Low,Certification,Exceeded expectations,PRG-014,COH-2023,false,Program Change,Needs Review,2024-01-13T00:00:00.000Z,2024-01-20T00:00:00.000Z
OUT-816914,STU-000322,MTR-001,2025-02-14,Q3 2023,26.00,null,97.00,true,39.00,15,STF-0050,Peer Review,High,Portfolio Review,,PRG-001,COH-2025,true,None,Valid,2024-01-30T00:00:00.000Z,2024-02-06T00:00:00.000Z
OUT-816947,STU-000969,MTR-020,2025-03-19,Q4 2025,59.00,59.00,79.00,true,1.00,48,STF-0046,Observation,High,Survey Response,External factors affected score,PRG-007,COH-2025,false,None,Valid,2024-03-03T00:00:00.000Z,2024-03-10T00:00:00.000Z
OUT-816966,STU-001083,MTR-003,2025-04-07,Q3 2024,78.00,78.00,98.00,true,20.00,67,STF-0029,Self-Assessment,Medium,Project Completion,Needs additional support,PRG-009,COH-2023,false,Additional Tutoring,Valid,2024-03-22T00:00:00.000Z,2024-03-29T00:00:00.000Z
OUT-816976,STU-001943,MTR-011,2025-04-17,Q1 2024,88.00,88.00,57.00,false,30.00,77,STF-0038,System Calculated,Medium,Observation Notes,On track,PRG-002,COH-2024,false,Mentorship,Valid,2024-04-01T00:00:00.000Z,2024-04-08T00:00:00.000Z
OUT-816995,STU-000299,MTR-029,2025-05-06,Q4 2025,6.00,6.00,76.00,false,49.00,96,STF-0049,Observation,Low,Certification,Exceeded expectations,PRG-014,COH-2025,false,Program Change,Needs Review,2024-04-20T00:00:00.000Z,2024-04-27T00:00:00.000Z
OUT-817021,STU-001998,MTR-023,2025-06-01,Q2 2023,32.00,32.00,51.00,true,4.00,22,STF-0028,Staff Evaluation,High,Attendance Records,Significant improvement,PRG-006,COH-2024,true,None,Valid,2024-05-16T00:00:00.000Z,2024-05-23T00:00:00.000Z
OUT-817116,STU-000133,MTR-009,2025-09-04,Q1 2023,26.00,26.00,95.00,true,28.00,17,STF-0044,Self-Assessment,High,Observation Notes,On track,PRG-010,COH-2023,true,None,Valid,2024-08-19T00:00:00.000Z,2024-08-26T00:00:00.000Z
OUT-817158,STU-000556,MTR-015,2025-10-16,Q3 2024,68.00,68.00,86.00,true,-1.00,59,STF-0044,Self-Assessment,Medium,Observation Notes,On track,PRG-015,COH-2023,false,None,Valid,2024-09-30T00:00:00.000Z,2024-10-07T00:00:00.000Z
OUT-817184,STU-000259,MTR-005,2025-11-11,Q1 2025,94.00,94.00,61.00,false,25.00,85,STF-0022,Peer Review,Medium,Certification,Exceeded expectations,PRG-004,COH-2025,false,Counseling,Estimated,2024-10-26T00:00:00.000Z,2024-11-02T00:00:00.000Z
OUT-817196,STU-001943,MTR-008,2025-11-23,Q1 2025,5.00,5.00,73.00,false,37.00,97,STF-0050,Peer Review,Low,Attendance Records,Significant improvement,PRG-008,COH-2025,false,Program Change,Needs Review,2024-11-07T00:00:00.000Z,2024-11-14T00:00:00.000Z
OUT-817212,STU-001855,MTR-017,2025-12-09,Q1 2023,21.00,null,89.00,true,-18.00,13,STF-0022,Self-Assessment,High,Certification,Exceeded expectations,PRG-001,COH-2023,true,None,Valid,2024-11-23T00:00:00.000Z,2024-11-30T00:00:00.000Z
OUT-817254,STU-000454,MTR-017,2025-01-20,Q3 2024,63.00,null,80.00,true,24.00,55,STF-0049,Self-Assessment,Medium,Certification,Exceeded expectations,PRG-006,COH-2023,false,None,Valid,2025-01-04T00:00:00.000Z,2025-01-11T00:00:00.000Z
OUT-817267,STU-001855,MTR-008,2025-02-02,Q4 2024,76.00,76.00,93.00,true,37.00,68,STF-0026,Staff Evaluation,Medium,Project Completion,Needs additional support,PRG-003,COH-2024,false,Additional Tutoring,Valid,2025-01-17T00:00:00.000Z,2025-01-24T00:00:00.000Z
